timestamp, index, name, pstate, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pcie.link.gen.current, pcie.link.gen.max, pcie.link.width.current, pcie.link.width.max
2026/03/06 17:36:58.362, 0, NVIDIA GeForce RTX 4090, P2, 62.35 W, 41, 2520 MHz, 10251 MHz, 3 %, 1 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:58.562, 0, NVIDIA GeForce RTX 4090, P2, 61.18 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:58.762, 0, NVIDIA GeForce RTX 4090, P2, 61.18 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:58.963, 0, NVIDIA GeForce RTX 4090, P2, 61.18 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:59.164, 0, NVIDIA GeForce RTX 4090, P2, 60.65 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:59.364, 0, NVIDIA GeForce RTX 4090, P2, 60.65 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:59.565, 0, NVIDIA GeForce RTX 4090, P2, 60.19 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:59.767, 0, NVIDIA GeForce RTX 4090, P2, 60.19 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:59.968, 0, NVIDIA GeForce RTX 4090, P2, 60.19 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:00.168, 0, NVIDIA GeForce RTX 4090, P2, 59.78 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:00.369, 0, NVIDIA GeForce RTX 4090, P2, 59.78 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:00.570, 0, NVIDIA GeForce RTX 4090, P2, 59.45 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:00.770, 0, NVIDIA GeForce RTX 4090, P2, 59.45 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:00.971, 0, NVIDIA GeForce RTX 4090, P2, 59.45 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:01.172, 0, NVIDIA GeForce RTX 4090, P2, 59.29 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:01.373, 0, NVIDIA GeForce RTX 4090, P2, 59.29 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:01.573, 0, NVIDIA GeForce RTX 4090, P2, 59.50 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:01.774, 0, NVIDIA GeForce RTX 4090, P2, 59.50 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:01.974, 0, NVIDIA GeForce RTX 4090, P2, 59.50 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:02.175, 0, NVIDIA GeForce RTX 4090, P2, 59.44 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:02.375, 0, NVIDIA GeForce RTX 4090, P2, 59.44 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:02.575, 0, NVIDIA GeForce RTX 4090, P2, 59.71 W, 41, 2520 MHz, 10251 MHz, 3 %, 3 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:02.776, 0, NVIDIA GeForce RTX 4090, P2, 59.71 W, 41, 2520 MHz, 10251 MHz, 3 %, 3 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:02.976, 0, NVIDIA GeForce RTX 4090, P2, 59.71 W, 41, 2520 MHz, 10251 MHz, 3 %, 3 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
