timestamp, index, name, pstate, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pcie.link.gen.current, pcie.link.gen.max, pcie.link.width.current, pcie.link.width.max
2026/03/06 17:36:56.351, 0, NVIDIA GeForce RTX 4090, P0, 72.83 W, 42, 2730 MHz, 10501 MHz, 1 %, 0 %, 391 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:56.556, 0, NVIDIA GeForce RTX 4090, P0, 72.83 W, 42, 2730 MHz, 10501 MHz, 1 %, 0 %, 391 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:56.757, 0, NVIDIA GeForce RTX 4090, P0, 72.83 W, 42, 2730 MHz, 10501 MHz, 1 %, 0 %, 394 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:56.959, 0, NVIDIA GeForce RTX 4090, P0, 72.83 W, 42, 2730 MHz, 10501 MHz, 1 %, 0 %, 22539 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:57.160, 0, NVIDIA GeForce RTX 4090, P2, 73.74 W, 42, 2730 MHz, 10251 MHz, 2 %, 0 %, 22539 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:57.360, 0, NVIDIA GeForce RTX 4090, P2, 73.74 W, 42, 2730 MHz, 10251 MHz, 2 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:57.560, 0, NVIDIA GeForce RTX 4090, P2, 68.32 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:57.761, 0, NVIDIA GeForce RTX 4090, P2, 68.32 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:57.961, 0, NVIDIA GeForce RTX 4090, P2, 68.32 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:58.162, 0, NVIDIA GeForce RTX 4090, P2, 62.35 W, 41, 2520 MHz, 10251 MHz, 3 %, 1 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
