timestamp,host,label,k,n,rate,m,num_codewords,ebno_db,num_iter,repeat,cpu_latency_s,cpu_throughput_mbps,gpu_latency_s,gpu_throughput_mbps,latency_speedup_cpu_over_gpu,throughput_speedup_gpu_over_cpu
2026-03-04T16:43:58,IS-WiN-PC14,rep2_N12288_I16,512,1024,0.5,4,12288,4.0,16,10,4.3992413453990595,1.4301229475804755,0.29902559909969567,21.039857520367068,14.711922185405754,14.711922185405754
2026-03-04T16:45:00,IS-WiN-PC14,rep2_N12288_I18,512,1024,0.5,4,12288,4.0,18,10,4.94434608228039,1.2724546169102928,0.3355659365886822,18.748792156790667,14.734350371029734,14.73435037102973
2026-03-04T16:46:09,IS-WiN-PC14,rep2_N12288_I20,512,1024,0.5,4,12288,4.0,20,10,5.486698447796516,1.1466742814208568,0.3723414106061682,16.897008553944,14.735665417564553,14.735665417564551
2026-03-04T16:47:24,IS-WiN-PC14,rep2_N12288_I22,512,1024,0.5,4,12288,4.0,22,10,6.033256404101849,1.042796058812055,0.4115867140004411,15.28585784232398,14.658530508580466,14.658530508580467
2026-03-04T16:47:44,IS-WiN-PC14,rep2_N14336_I4,512,1024,0.5,4,14336,4.0,4,10,1.3305780271999539,5.51642357678658,0.0889794051880017,82.4913583597405,14.953775251572191,14.953775251572191
2026-03-04T16:48:11,IS-WiN-PC14,rep2_N14336_I6,512,1024,0.5,4,14336,4.0,6,10,1.9750013699987903,3.7164693207298867,0.13243132149800657,55.42519637328006,14.913400754885007,14.913400754885007
2026-03-04T16:55:44,IS-WiN-PC14,rep2_N14336_I8,512,1024,0.5,4,14336,4.0,8,10,2.6589537366991864,2.760496318041202,0.18616186401341112,39.42822574805775,14.283020589585606,14.283020589585607
2026-03-04T17:04:10,IS-WiN-PC14,rep2_N14336_I20,512,1024,0.5,4,14336,4.0,20,10,6.50638969950378,1.1281267091271523,0.43417346791829914,16.905758970470334,14.98569161929564,14.985691619295638
2026-03-04T17:05:38,IS-WiN-PC14,rep2_N14336_I22,512,1024,0.5,4,14336,4.0,22,10,7.143925076420419,1.0274508651031156,0.4794963845051825,15.307794254954736,14.898809057325032,14.89880905732503
2026-03-04T17:06:00,IS-WiN-PC14,rep2_N16384_I4,512,1024,0.5,4,16384,4.0,4,10,1.5336893710074946,5.469561280515002,0.10238657598383724,81.93074062096018,14.97939897169335,14.97939897169335
