Linux 6.17.0-14-generic (IS-WiN-PC14) 	03/06/2026 	_x86_64_	(32 CPU)

05:36:36 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:36:37 PM  all   11.14    0.00    1.41    0.06    0.00    0.00    0.00    0.00    0.00   87.39
05:36:37 PM    0    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:37 PM    1    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:37 PM    2   16.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   80.00
05:36:37 PM    3    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:36:37 PM    4   18.18    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   80.81
05:36:37 PM    5    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:37 PM    6   47.00    0.00   27.00    0.00    0.00    0.00    0.00    0.00    0.00   26.00
05:36:37 PM    7   11.88    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   87.13
05:36:37 PM    8    9.09    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:36:37 PM    9    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:36:37 PM   10    9.90    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   89.11
05:36:37 PM   11    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:37 PM   12   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:36:37 PM   13    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:37 PM   14   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:37 PM   15    8.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:37 PM   16   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:36:37 PM   17   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:36:37 PM   18    9.09    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:36:37 PM   19    8.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:37 PM   20   10.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:36:37 PM   21    9.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.82
05:36:37 PM   22    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:37 PM   23    9.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.82
05:36:37 PM   24   10.10    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:36:37 PM   25    9.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91
05:36:37 PM   26    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:37 PM   27    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:37 PM   28   10.78    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   87.25
05:36:37 PM   29   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:37 PM   30   11.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:36:37 PM   31   10.10    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   88.89

05:36:37 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:36:38 PM  all    6.39    0.00    0.88    0.06    0.00    0.00    0.00    0.00    0.00   92.66
05:36:38 PM    0    2.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.94
05:36:38 PM    1    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:36:38 PM    2    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
05:36:38 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:38 PM    4   61.39    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   36.63
05:36:38 PM    5   19.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   81.00
05:36:38 PM    6   44.44    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   53.54
05:36:38 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:38 PM    8   18.18    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   80.81
05:36:38 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:38 PM   10   14.14    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   84.85
05:36:38 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:38 PM   12    5.05    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   93.94
05:36:38 PM   13    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
05:36:38 PM   14    3.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
05:36:38 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:38 PM   16    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
05:36:38 PM   17    2.97    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   96.04
05:36:38 PM   18    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:36:38 PM   19    3.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.97
05:36:38 PM   20    3.96    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   94.06
05:36:38 PM   21    3.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
05:36:38 PM   22    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:36:38 PM   23    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
05:36:38 PM   24    1.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   97.00
05:36:38 PM   25    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:36:38 PM   26    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
05:36:38 PM   27    1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   98.00
05:36:38 PM   28    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
05:36:38 PM   29    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
05:36:38 PM   30    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:36:38 PM   31    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00

05:36:38 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:36:39 PM  all   61.91    0.00    1.20    0.00    0.00    0.03    0.00    0.00    0.00   36.85
05:36:39 PM    0   59.18    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   38.78
05:36:39 PM    1   59.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   40.82
05:36:39 PM    2   65.66    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   32.32
05:36:39 PM    3   58.59    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   40.40
05:36:39 PM    4   60.20    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   38.78
05:36:39 PM    5   88.89    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00    8.08
05:36:39 PM    6   85.71    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   13.27
05:36:39 PM    7   59.60    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   39.39
05:36:39 PM    8   60.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   39.80
05:36:39 PM    9   59.18    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   39.80
05:36:39 PM   10   63.64    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   35.35
05:36:39 PM   11   60.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   39.00
05:36:39 PM   12   59.60    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   39.39
05:36:39 PM   13   58.59    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   39.39
05:36:39 PM   14   59.79    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   39.18
05:36:39 PM   15   58.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   40.00
05:36:39 PM   16   59.60    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   39.39
05:36:39 PM   17   59.18    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   38.78
05:36:39 PM   18   59.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   40.00
05:36:39 PM   19   57.58    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   39.39
05:36:39 PM   20   61.22    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   37.76
05:36:39 PM   21   61.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
