timestamp, index, name, pstate, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pcie.link.gen.current, pcie.link.gen.max, pcie.link.width.current, pcie.link.width.max
2026/03/06 17:36:50.139, 0, NVIDIA GeForce RTX 4090, P0, 73.16 W, 42, 2730 MHz, 10501 MHz, 2 %, 0 %, 409 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:50.343, 0, NVIDIA GeForce RTX 4090, P0, 73.16 W, 42, 2730 MHz, 10501 MHz, 2 %, 0 %, 409 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:50.544, 0, NVIDIA GeForce RTX 4090, P0, 73.16 W, 42, 2730 MHz, 10501 MHz, 2 %, 0 %, 412 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:50.744, 0, NVIDIA GeForce RTX 4090, P0, 73.16 W, 42, 2730 MHz, 10501 MHz, 2 %, 0 %, 22539 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:50.944, 0, NVIDIA GeForce RTX 4090, P0, 73.16 W, 42, 2730 MHz, 10501 MHz, 2 %, 0 %, 22529 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:51.144, 0, NVIDIA GeForce RTX 4090, P2, 70.00 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22532 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:51.355, 0, NVIDIA GeForce RTX 4090, P2, 70.00 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22532 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:51.555, 0, NVIDIA GeForce RTX 4090, P2, 66.34 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22531 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:51.755, 0, NVIDIA GeForce RTX 4090, P2, 66.34 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22531 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:51.955, 0, NVIDIA GeForce RTX 4090, P2, 66.34 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:52.156, 0, NVIDIA GeForce RTX 4090, P2, 61.33 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:52.356, 0, NVIDIA GeForce RTX 4090, P2, 61.33 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22525 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:52.556, 0, NVIDIA GeForce RTX 4090, P2, 61.24 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22525 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:52.757, 0, NVIDIA GeForce RTX 4090, P2, 61.24 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22525 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:52.959, 0, NVIDIA GeForce RTX 4090, P2, 61.24 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22525 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:53.160, 0, NVIDIA GeForce RTX 4090, P2, 60.56 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22525 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:53.360, 0, NVIDIA GeForce RTX 4090, P2, 60.56 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22525 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:53.561, 0, NVIDIA GeForce RTX 4090, P2, 59.33 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:53.762, 0, NVIDIA GeForce RTX 4090, P2, 59.33 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:53.962, 0, NVIDIA GeForce RTX 4090, P2, 59.33 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22515 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:54.162, 0, NVIDIA GeForce RTX 4090, P2, 59.20 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22515 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:54.363, 0, NVIDIA GeForce RTX 4090, P2, 59.20 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22515 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:54.563, 0, NVIDIA GeForce RTX 4090, P2, 73.03 W, 42, 2595 MHz, 10251 MHz, 0 %, 0 %, 22515 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:54.763, 0, NVIDIA GeForce RTX 4090, P2, 73.03 W, 42, 2595 MHz, 10251 MHz, 0 %, 0 %, 22515 MiB, 24564 MiB, 4, 4, 16, 16
