Linux 6.17.0-14-generic (IS-WiN-PC14) 	03/06/2026 	_x86_64_	(32 CPU)

05:36:04 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:36:05 PM  all   10.98    0.00    1.50    0.06    0.00    0.00    0.00    0.00    0.00   87.46
05:36:05 PM    0    9.09    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:36:05 PM    1    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:36:05 PM    2    9.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91
05:36:05 PM    3    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:36:05 PM    4   11.88    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   86.14
05:36:05 PM    5    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:36:05 PM    6   16.16    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   73.74
05:36:05 PM    7   50.50    0.00   18.81    0.00    0.00    0.00    0.00    0.00    0.00   30.69
05:36:05 PM    8   11.88    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   86.14
05:36:05 PM    9    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:36:05 PM   10    9.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91
05:36:05 PM   11    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:05 PM   12   10.89    0.00    0.99    1.98    0.00    0.00    0.00    0.00    0.00   86.14
05:36:05 PM   13    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:36:05 PM   14   10.89    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   88.12
05:36:05 PM   15    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:36:05 PM   16   10.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
05:36:05 PM   17    9.90    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   89.11
05:36:05 PM   18    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:05 PM   19    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:05 PM   20   10.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
05:36:05 PM   21   10.10    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:36:05 PM   22    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:05 PM   23    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:36:05 PM   24   11.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
05:36:05 PM   25    9.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91
05:36:05 PM   26    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:05 PM   27   10.20    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   88.78
05:36:05 PM   28    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:05 PM   29    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:05 PM   30   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:05 PM   31   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00

05:36:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:36:06 PM  all    4.11    0.00    0.72    0.00    0.00    0.00    0.00    0.00    0.00   95.17
05:36:06 PM    0    2.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.96
05:36:06 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:06 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:06 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:06 PM    4    8.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.84
05:36:06 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:06 PM    6   14.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   85.00
05:36:06 PM    7   58.59    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   40.40
05:36:06 PM    8    3.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
05:36:06 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:36:06 PM   10    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:36:06 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
