timestamp, index, name, pstate, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pcie.link.gen.current, pcie.link.gen.max, pcie.link.width.current, pcie.link.width.max
2026/03/06 17:35:31.681, 0, NVIDIA GeForce RTX 4090, P0, 72.39 W, 41, 2730 MHz, 10501 MHz, 1 %, 0 %, 394 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:31.886, 0, NVIDIA GeForce RTX 4090, P0, 72.39 W, 41, 2730 MHz, 10501 MHz, 1 %, 0 %, 394 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:32.087, 0, NVIDIA GeForce RTX 4090, P0, 72.39 W, 41, 2730 MHz, 10501 MHz, 1 %, 0 %, 413 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:32.287, 0, NVIDIA GeForce RTX 4090, P0, 72.39 W, 41, 2730 MHz, 10501 MHz, 1 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:32.487, 0, NVIDIA GeForce RTX 4090, P2, 72.72 W, 41, 2730 MHz, 10251 MHz, 1 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:32.688, 0, NVIDIA GeForce RTX 4090, P2, 72.72 W, 41, 2730 MHz, 10251 MHz, 1 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:32.888, 0, NVIDIA GeForce RTX 4090, P2, 72.72 W, 41, 2730 MHz, 10251 MHz, 1 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:33.088, 0, NVIDIA GeForce RTX 4090, P2, 70.91 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:33.288, 0, NVIDIA GeForce RTX 4090, P2, 70.91 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:33.488, 0, NVIDIA GeForce RTX 4090, P2, 63.19 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:33.689, 0, NVIDIA GeForce RTX 4090, P2, 63.19 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:33.889, 0, NVIDIA GeForce RTX 4090, P2, 63.19 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:34.089, 0, NVIDIA GeForce RTX 4090, P2, 60.42 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:34.290, 0, NVIDIA GeForce RTX 4090, P2, 60.42 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:34.490, 0, NVIDIA GeForce RTX 4090, P2, 60.25 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22536 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:34.690, 0, NVIDIA GeForce RTX 4090, P2, 60.25 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22536 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:34.891, 0, NVIDIA GeForce RTX 4090, P2, 60.25 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22536 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:35.091, 0, NVIDIA GeForce RTX 4090, P2, 64.57 W, 41, 2520 MHz, 10251 MHz, 11 %, 6 %, 22536 MiB, 24564 MiB, 4, 4, 16, 16
