Linux 6.17.0-14-generic (IS-WiN-PC14) 	03/06/2026 	_x86_64_	(32 CPU)

05:35:31 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:35:32 PM  all   10.94    0.00    1.35    0.00    0.00    0.00    0.00    0.00    0.00   87.72
05:35:32 PM    0   10.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:35:32 PM    1    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:35:32 PM    2   11.11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:35:32 PM    3    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:35:32 PM    4   28.00    0.00   19.00    0.00    0.00    0.00    0.00    0.00    0.00   53.00
05:35:32 PM    5   20.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   80.00
05:35:32 PM    6   30.69    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   62.38
05:35:32 PM    7    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:35:32 PM    8   10.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:35:32 PM    9    7.92    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:35:32 PM   10    8.16    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   90.82
05:35:32 PM   11    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:35:32 PM   12    9.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.10
05:35:32 PM   13    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:35:32 PM   14    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:35:32 PM   15    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:35:32 PM   16   10.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:35:32 PM   17   11.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
05:35:32 PM   18   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:35:32 PM   19    8.82    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   90.20
05:35:32 PM   20    8.91    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   90.10
05:35:32 PM   21   10.10    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:35:32 PM   22   10.89    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   88.12
05:35:32 PM   23    9.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91
05:35:32 PM   24    8.91    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   90.10
05:35:32 PM   25    8.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.84
05:35:32 PM   26   11.11    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   87.88
05:35:32 PM   27   10.10    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:35:32 PM   28    9.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91
05:35:32 PM   29    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:35:32 PM   30   10.10    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   87.88
05:35:32 PM   31   12.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   84.00

05:35:32 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:35:33 PM  all    4.22    0.00    0.66    0.00    0.00    0.00    0.00    0.00    0.00   95.12
05:35:33 PM    0    4.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.92
05:35:33 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:35:33 PM    2    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
