timestamp, index, name, pstate, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pcie.link.gen.current, pcie.link.gen.max, pcie.link.width.current, pcie.link.width.max
2026/03/06 17:35:59.261, 0, NVIDIA GeForce RTX 4090, P2, 60.62 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:59.461, 0, NVIDIA GeForce RTX 4090, P2, 60.62 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:59.661, 0, NVIDIA GeForce RTX 4090, P2, 60.40 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:59.862, 0, NVIDIA GeForce RTX 4090, P2, 60.40 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:00.063, 0, NVIDIA GeForce RTX 4090, P2, 60.06 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:00.263, 0, NVIDIA GeForce RTX 4090, P2, 60.06 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22531 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:00.465, 0, NVIDIA GeForce RTX 4090, P2, 60.06 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:00.666, 0, NVIDIA GeForce RTX 4090, P2, 59.85 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:00.867, 0, NVIDIA GeForce RTX 4090, P2, 59.85 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:01.068, 0, NVIDIA GeForce RTX 4090, P2, 59.90 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:01.268, 0, NVIDIA GeForce RTX 4090, P2, 59.90 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:01.470, 0, NVIDIA GeForce RTX 4090, P2, 59.90 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22530 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:01.670, 0, NVIDIA GeForce RTX 4090, P2, 60.07 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:01.871, 0, NVIDIA GeForce RTX 4090, P2, 60.07 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:02.071, 0, NVIDIA GeForce RTX 4090, P2, 59.83 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:02.272, 0, NVIDIA GeForce RTX 4090, P2, 59.83 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:02.473, 0, NVIDIA GeForce RTX 4090, P2, 59.83 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:02.673, 0, NVIDIA GeForce RTX 4090, P2, 67.71 W, 44, 2520 MHz, 10251 MHz, 53 %, 51 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:36:02.873, 0, NVIDIA GeForce RTX 4090, P2, 67.71 W, 44, 2520 MHz, 10251 MHz, 53 %, 51 %, 22523 MiB, 24564 MiB, 4, 4, 16, 16
