timestamp, index, name, pstate, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pcie.link.gen.current, pcie.link.gen.max, pcie.link.width.current, pcie.link.width.max
2026/03/06 17:35:26.516, 0, NVIDIA GeForce RTX 4090, P0, 69.10 W, 41, 2745 MHz, 10501 MHz, 1 %, 0 %, 430 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:26.720, 0, NVIDIA GeForce RTX 4090, P0, 69.10 W, 41, 2745 MHz, 10501 MHz, 1 %, 0 %, 430 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:26.921, 0, NVIDIA GeForce RTX 4090, P0, 69.10 W, 41, 2745 MHz, 10501 MHz, 1 %, 0 %, 449 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:27.122, 0, NVIDIA GeForce RTX 4090, P0, 69.10 W, 41, 2745 MHz, 10501 MHz, 0 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:27.322, 0, NVIDIA GeForce RTX 4090, P0, 69.10 W, 41, 2745 MHz, 10501 MHz, 0 %, 0 %, 22515 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:27.522, 0, NVIDIA GeForce RTX 4090, P2, 67.38 W, 40, 2520 MHz, 10251 MHz, 0 %, 0 %, 22517 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:27.722, 0, NVIDIA GeForce RTX 4090, P2, 67.38 W, 40, 2520 MHz, 10251 MHz, 0 %, 0 %, 22517 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:27.922, 0, NVIDIA GeForce RTX 4090, P2, 67.38 W, 40, 2520 MHz, 10251 MHz, 0 %, 0 %, 22517 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:28.123, 0, NVIDIA GeForce RTX 4090, P2, 62.72 W, 40, 2520 MHz, 10251 MHz, 0 %, 0 %, 22517 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:28.323, 0, NVIDIA GeForce RTX 4090, P2, 62.72 W, 40, 2520 MHz, 10251 MHz, 0 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:28.523, 0, NVIDIA GeForce RTX 4090, P2, 59.33 W, 40, 2520 MHz, 10251 MHz, 1 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:28.723, 0, NVIDIA GeForce RTX 4090, P2, 59.33 W, 40, 2520 MHz, 10251 MHz, 1 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:28.923, 0, NVIDIA GeForce RTX 4090, P2, 59.33 W, 40, 2520 MHz, 10251 MHz, 1 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:29.124, 0, NVIDIA GeForce RTX 4090, P2, 59.18 W, 40, 2520 MHz, 10251 MHz, 0 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:29.324, 0, NVIDIA GeForce RTX 4090, P2, 59.18 W, 40, 2520 MHz, 10251 MHz, 0 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:29.524, 0, NVIDIA GeForce RTX 4090, P2, 58.43 W, 40, 2520 MHz, 10251 MHz, 1 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:29.725, 0, NVIDIA GeForce RTX 4090, P2, 58.43 W, 40, 2520 MHz, 10251 MHz, 1 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:29.925, 0, NVIDIA GeForce RTX 4090, P2, 58.43 W, 40, 2520 MHz, 10251 MHz, 1 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:30.125, 0, NVIDIA GeForce RTX 4090, P2, 58.25 W, 40, 2520 MHz, 10251 MHz, 1 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:30.325, 0, NVIDIA GeForce RTX 4090, P2, 58.25 W, 40, 2520 MHz, 10251 MHz, 1 %, 0 %, 22514 MiB, 24564 MiB, 4, 4, 16, 16
