timestamp,host,label,k,n,rate,m,num_codewords,ebno_db,num_iter,repeat,cpu_latency_s,cpu_throughput_mbps,gpu_latency_s,gpu_throughput_mbps,latency_speedup_cpu_over_gpu,throughput_speedup_gpu_over_cpu
2025-11-28T22:30:06,spark-ecf8,rep1_N2048_I4,512,1024,0.5,4,2048,4.0,4,10,0.3144302413988044,3.3348446235171427,0.05509342790028313,19.032687562986276,5.70721868982105,5.707218689821048
2025-11-28T22:30:19,spark-ecf8,rep1_N2048_I6,512,1024,0.5,4,2048,4.0,6,10,0.4609906793004484,2.2746143188647765,0.0799091793000116,13.122096975407777,5.7689327226062685,5.768932722606268
2025-11-28T22:30:33,spark-ecf8,rep1_N2048_I8,512,1024,0.5,4,2048,4.0,8,10,0.5868321103989729,1.7868415538595848,0.10911188930040225,9.610098466108534,5.378260005958943,5.378260005958941
2025-11-28T22:30:50,spark-ecf8,rep1_N2048_I10,512,1024,0.5,4,2048,4.0,10,10,0.8079300462995889,1.2978549378162094,0.1319801739999093,7.944950883310098,6.121601614952744,6.121601614952742
2025-11-28T22:31:09,spark-ecf8,rep1_N2048_I12,512,1024,0.5,4,2048,4.0,12,10,0.9305487841993454,1.1268361399259756,0.15648464010009774,6.700823795416999,5.9465822562783535,5.9465822562783535
2025-11-28T22:31:30,spark-ecf8,rep1_N2048_I14,512,1024,0.5,4,2048,4.0,14,10,1.1087820076005301,0.945700771488149,0.1808176516002277,5.799079850446856,6.1320451725141965,6.132045172514197
2025-11-28T22:31:52,spark-ecf8,rep1_N2048_I16,512,1024,0.5,4,2048,4.0,16,10,1.2000626799999736,0.8737676935341603,0.20531125229899772,5.107250519678988,5.8450896702549215,5.8450896702549215
2025-11-28T22:32:17,spark-ecf8,rep1_N2048_I18,512,1024,0.5,4,2048,4.0,18,10,1.443332454499614,0.7264965162607174,0.2342706832991098,4.475916428097021,6.160960621166629,6.160960621166628
2025-11-28T22:32:44,spark-ecf8,rep1_N2048_I20,512,1024,0.5,4,2048,4.0,20,10,1.5751596373011125,0.6656950668166155,0.2551264187990455,4.110025159040577,6.174035776913455,6.174035776913455
2025-11-28T22:33:13,spark-ecf8,rep1_N2048_I22,512,1024,0.5,4,2048,4.0,22,10,1.7030847993999487,0.6156921841880374,0.2875954597009695,3.646010271129691,5.921806975571692,5.921806975571692
2025-11-28T22:33:28,spark-ecf8,rep1_N4096_I4,512,1024,0.5,4,4096,4.0,4,10,0.6263511191005818,3.3482050818579783,0.10559704600018449,19.85994949135543,5.931521219821694,5.931521219821694
2025-11-28T22:33:47,spark-ecf8,rep1_N4096_I6,512,1024,0.5,4,4096,4.0,6,10,0.8841065832995809,2.3720578939398944,0.1612015008009621,13.00950667071881,5.4844810929595535,5.484481092959554
2025-11-28T22:34:10,spark-ecf8,rep1_N4096_I8,512,1024,0.5,4,4096,4.0,8,10,1.1969697967011599,1.7520508919938798,0.2031118161001359,10.325110770345757,5.893156881188258,5.893156881188258
2025-11-28T22:34:37,spark-ecf8,rep1_N4096_I10,512,1024,0.5,4,4096,4.0,10,10,1.5772313234992907,1.329641358724222,0.2695388991996879,7.780517046804161,5.851590728397236,5.851590728397237
2025-11-28T22:35:09,spark-ecf8,rep1_N4096_I12,512,1024,0.5,4,4096,4.0,12,10,1.7962355290001142,1.167526176908099,0.3263942684992799,6.425210864279093,5.503269212596719,5.50326921259672
2025-11-28T22:35:43,spark-ecf8,rep1_N4096_I14,512,1024,0.5,4,4096,4.0,14,10,2.079685088500264,1.0083988251857554,0.36814571779977995,5.696526941922923,5.64908129566055,5.649081295660549
2025-11-28T22:36:24,spark-ecf8,rep1_N4096_I16,512,1024,0.5,4,4096,4.0,16,10,2.498043272799987,0.8395178829906181,0.42404612159880345,4.9455752409502,5.890970688239013,5.890970688239012
2025-11-28T22:37:07,spark-ecf8,rep1_N4096_I18,512,1024,0.5,4,4096,4.0,18,10,2.5348414111998863,0.8273306530081096,0.4730074460996548,4.433655362706838,5.358988388241646,5.358988388241646
2025-11-28T22:37:57,spark-ecf8,rep1_N4096_I20,512,1024,0.5,4,4096,4.0,20,10,3.108158757700585,0.6747248655829513,0.57461261270073,3.649679720991853,5.409137719918754,5.409137719918753
2025-11-28T22:38:49,spark-ecf8,rep1_N4096_I22,512,1024,0.5,4,4096,4.0,22,10,3.12950662009971,0.6701222443597777,0.6023848790995544,3.4814154085919706,5.195194515469412,5.195194515469412
2025-11-28T22:39:11,spark-ecf8,rep1_N6144_I4,512,1024,0.5,4,6144,4.0,4,10,0.9371325786996749,3.356758767649373,0.1603657822997775,19.615955192483508,5.843719060640128,5.843719060640128
2025-11-28T22:39:39,spark-ecf8,rep1_N6144_I6,512,1024,0.5,4,6144,4.0,6,10,1.387635172600858,2.26697049924436,0.23461540049902396,13.408020075873436,5.914510171324541,5.91451017132454
2025-11-28T22:40:20,spark-ecf8,rep1_N6144_I8,512,1024,0.5,4,6144,4.0,8,10,1.9149026095998125,1.6427613520550859,0.33397537389973875,9.419041779243175,5.733664093972021,5.7336640939720205
2025-11-28T22:41:02,spark-ecf8,rep1_N6144_I10,512,1024,0.5,4,6144,4.0,10,10,2.366099031100748,1.3294997202786374,0.3876829112996347,8.114177613489677,6.1031811362766595,6.10318113627666
2025-11-28T22:41:50,spark-ecf8,rep1_N6144_I12,512,1024,0.5,4,6144,4.0,12,10,2.9415956606011604,1.0693951048857346,0.47470098769990726,6.626756803776953,6.196733811012745,6.196733811012745
2025-11-28T22:42:52,spark-ecf8,rep1_N6144_I14,512,1024,0.5,4,6144,4.0,14,10,3.3268151412004956,0.9455674170296251,0.5513390041000094,5.705614833354662,6.034064552772024,6.034064552772024
