Linux 6.17.0-14-generic (IS-WiN-PC14) 	03/06/2026 	_x86_64_	(32 CPU)

05:36:21 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:36:22 PM  all   10.91    0.00    1.44    0.03    0.00    0.00    0.00    0.00    0.00   87.62
05:36:22 PM    0    9.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91
05:36:22 PM    1    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:36:22 PM    2   13.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   83.00
05:36:22 PM    3    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:36:22 PM    4   15.00    0.00   19.00    0.00    0.00    0.00    0.00    0.00    0.00   66.00
05:36:22 PM    5    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:36:22 PM    6   40.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   52.00
05:36:22 PM    7   18.81    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   80.20
05:36:22 PM    8   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:22 PM    9    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:36:22 PM   10   11.11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:36:22 PM   11    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:36:22 PM   12    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:22 PM   13    8.08    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   90.91
05:36:22 PM   14    8.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.84
05:36:22 PM   15    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:36:22 PM   16    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:22 PM   17    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:22 PM   18   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:36:22 PM   19   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:22 PM   20   10.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:36:22 PM   21   10.89    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.11
05:36:22 PM   22   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:36:22 PM   23   11.11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:36:22 PM   24   10.89    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   87.13
05:36:22 PM   25    9.90    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   89.11
