timestamp, utilization.gpu [%], power.draw [W]
2026/03/03 16:13:29.731, 5 %, 10.74 W
2026/03/03 16:13:30.731, 5 %, 10.97 W
2026/03/03 16:13:31.732, 4 %, 10.71 W
2026/03/03 16:13:32.732, 4 %, 10.67 W
2026/03/03 16:13:33.732, 4 %, 10.59 W
2026/03/03 16:13:34.732, 4 %, 10.92 W
2026/03/03 16:13:35.732, 4 %, 10.89 W
2026/03/03 16:13:36.733, 4 %, 11.30 W
2026/03/03 16:13:37.733, 4 %, 10.70 W
2026/03/03 16:13:38.733, 19 %, 11.76 W
2026/03/03 16:13:39.733, 4 %, 11.02 W
2026/03/03 16:13:40.734, 6 %, 6.22 W
2026/03/03 16:13:41.734, 6 %, 6.31 W
2026/03/03 16:13:42.734, 4 %, 10.84 W
2026/03/03 16:13:43.734, 0 %, 10.27 W
2026/03/03 16:13:44.734, 0 %, 10.25 W
2026/03/03 16:13:45.735, 18 %, 11.57 W
2026/03/03 16:13:46.735, 4 %, 10.90 W
2026/03/03 16:13:47.735, 4 %, 11.68 W
2026/03/03 16:13:48.735, 4 %, 11.66 W
2026/03/03 16:13:49.736, 4 %, 11.10 W
2026/03/03 16:13:50.736, 6 %, 11.02 W
2026/03/03 16:13:51.736, 3 %, 10.75 W
2026/03/03 16:13:52.736, 4 %, 10.61 W
2026/03/03 16:13:53.737, 5 %, 10.71 W
2026/03/03 16:13:54.737, 5 %, 10.73 W
2026/03/03 16:13:55.738, 4 %, 11.13 W
2026/03/03 16:13:56.738, 5 %, 11.27 W
2026/03/03 16:13:57.738, 4 %, 10.70 W
2026/03/03 16:13:58.738, 5 %, 11.22 W
2026/03/03 16:13:59.739, 20 %, 11.61 W
2026/03/03 16:14:00.739, 4 %, 10.65 W
2026/03/03 16:14:01.740, 7 %, 6.27 W
2026/03/03 16:14:02.740, 8 %, 8.49 W
2026/03/03 16:14:03.741, 0 %, 10.29 W
2026/03/03 16:14:04.741, 0 %, 10.28 W
2026/03/03 16:14:05.742, 0 %, 10.78 W
2026/03/03 16:14:06.742, 4 %, 11.39 W
2026/03/03 16:14:07.743, 5 %, 11.74 W
2026/03/03 16:14:08.743, 4 %, 11.67 W
2026/03/03 16:14:09.743, 4 %, 11.06 W
2026/03/03 16:14:10.744, 4 %, 10.96 W
2026/03/03 16:14:11.744, 2 %, 10.86 W
2026/03/03 16:14:12.745, 5 %, 10.67 W
2026/03/03 16:14:13.745, 5 %, 10.71 W
2026/03/03 16:14:14.746, 4 %, 10.71 W
2026/03/03 16:14:15.746, 4 %, 10.89 W
2026/03/03 16:14:16.746, 4 %, 10.72 W
2026/03/03 16:14:17.747, 5 %, 11.45 W
2026/03/03 16:14:18.747, 4 %, 10.80 W
2026/03/03 16:14:19.748, 4 %, 10.89 W
2026/03/03 16:14:20.748, 11 %, 11.39 W
2026/03/03 16:14:21.749, 8 %, 11.36 W
2026/03/03 16:14:22.749, 4 %, 10.64 W
2026/03/03 16:14:23.749, 6 %, 6.12 W
2026/03/03 16:14:24.749, 5 %, 5.60 W
2026/03/03 16:14:25.749, 6 %, 5.62 W
2026/03/03 16:14:26.750, 5 %, 5.66 W
2026/03/03 16:14:27.750, 5 %, 5.41 W
2026/03/03 16:14:28.750, 6 %, 7.91 W
2026/03/03 16:14:29.751, 0 %, 10.25 W
2026/03/03 16:14:30.752, 0 %, 10.24 W
2026/03/03 16:14:31.752, 0 %, 10.24 W
2026/03/03 16:14:32.752, 32 %, 11.62 W
2026/03/03 16:14:33.753, 5 %, 11.13 W
2026/03/03 16:14:34.753, 4 %, 11.74 W
2026/03/03 16:14:35.753, 4 %, 11.67 W
2026/03/03 16:14:36.753, 4 %, 11.21 W
2026/03/03 16:14:37.754, 4 %, 10.63 W
2026/03/03 16:14:38.754, 6 %, 10.84 W
2026/03/03 16:14:39.754, 4 %, 10.85 W
2026/03/03 16:14:40.754, 4 %, 10.62 W
2026/03/03 16:14:41.754, 4 %, 10.60 W
2026/03/03 16:14:42.755, 4 %, 10.83 W
2026/03/03 16:14:43.755, 4 %, 10.64 W
2026/03/03 16:14:44.756, 4 %, 10.64 W
2026/03/03 16:14:45.756, 5 %, 10.85 W
2026/03/03 16:14:46.756, 20 %, 11.74 W
2026/03/03 16:14:47.756, 4 %, 10.89 W
2026/03/03 16:14:48.757, 19 %, 11.77 W
2026/03/03 16:14:49.757, 4 %, 10.71 W
2026/03/03 16:14:50.757, 6 %, 6.23 W
2026/03/03 16:14:51.757, 5 %, 7.45 W
2026/03/03 16:14:52.757, 0 %, 10.26 W
2026/03/03 16:14:53.758, 0 %, 10.25 W
2026/03/03 16:14:54.758, 0 %, 10.25 W
2026/03/03 16:14:55.758, 28 %, 11.68 W
2026/03/03 16:14:56.759, 4 %, 11.01 W
2026/03/03 16:14:57.759, 4 %, 11.63 W
2026/03/03 16:14:58.759, 5 %, 11.75 W
2026/03/03 16:14:59.759, 4 %, 10.83 W
2026/03/03 16:15:00.759, 5 %, 10.82 W
2026/03/03 16:15:01.759, 3 %, 10.70 W
2026/03/03 16:15:02.759, 4 %, 10.81 W
2026/03/03 16:15:03.760, 0 %, 10.66 W
2026/03/03 16:15:04.760, 4 %, 11.02 W
2026/03/03 16:15:05.760, 5 %, 11.11 W
2026/03/03 16:15:06.760, 4 %, 11.41 W
2026/03/03 16:15:07.760, 4 %, 10.84 W
2026/03/03 16:15:08.760, 18 %, 11.59 W
2026/03/03 16:15:09.761, 4 %, 11.13 W
2026/03/03 16:15:10.761, 4 %, 10.66 W
2026/03/03 16:15:11.761, 2 %, 5.72 W
2026/03/03 16:15:12.761, 5 %, 6.55 W
2026/03/03 16:15:13.761, 4 %, 10.81 W
2026/03/03 16:15:14.762, 0 %, 10.30 W
2026/03/03 16:15:15.762, 0 %, 10.28 W
2026/03/03 16:15:16.762, 24 %, 11.64 W
2026/03/03 16:15:17.762, 4 %, 11.19 W
2026/03/03 16:15:18.763, 4 %, 11.74 W
2026/03/03 16:15:19.763, 4 %, 11.27 W
2026/03/03 16:15:20.763, 5 %, 10.70 W
2026/03/03 16:15:21.763, 4 %, 10.79 W
2026/03/03 16:15:22.764, 5 %, 11.10 W
2026/03/03 16:15:23.764, 4 %, 10.66 W
2026/03/03 16:15:24.764, 4 %, 10.66 W
2026/03/03 16:15:25.764, 4 %, 10.69 W
2026/03/03 16:15:26.765, 4 %, 10.89 W
2026/03/03 16:15:27.765, 4 %, 10.62 W
2026/03/03 16:15:28.765, 4 %, 11.21 W
2026/03/03 16:15:29.766, 4 %, 10.85 W
2026/03/03 16:15:30.766, 4 %, 10.66 W
2026/03/03 16:15:31.766, 4 %, 11.40 W
2026/03/03 16:15:32.767, 8 %, 11.39 W
2026/03/03 16:15:33.767, 4 %, 10.63 W
2026/03/03 16:15:34.768, 7 %, 6.23 W
2026/03/03 16:15:35.768, 5 %, 5.62 W
2026/03/03 16:15:36.768, 6 %, 5.61 W
2026/03/03 16:15:37.769, 5 %, 5.66 W
2026/03/03 16:15:38.769, 5 %, 5.71 W
2026/03/03 16:15:39.769, 5 %, 5.62 W
2026/03/03 16:15:40.770, 5 %, 5.38 W
2026/03/03 16:15:41.770, 5 %, 10.79 W
2026/03/03 16:15:42.771, 0 %, 10.20 W
2026/03/03 16:15:43.771, 0 %, 10.18 W
2026/03/03 16:15:44.772, 0 %, 11.23 W
2026/03/03 16:15:45.772, 4 %, 11.38 W
2026/03/03 16:15:46.773, 5 %, 11.65 W
2026/03/03 16:15:47.773, 5 %, 11.73 W
2026/03/03 16:15:48.773, 3 %, 11.52 W
2026/03/03 16:15:49.774, 5 %, 11.00 W
2026/03/03 16:15:50.774, 5 %, 10.85 W
2026/03/03 16:15:51.774, 3 %, 10.66 W
2026/03/03 16:15:52.774, 4 %, 10.64 W
2026/03/03 16:15:53.774, 4 %, 10.61 W
2026/03/03 16:15:54.774, 4 %, 10.64 W
2026/03/03 16:15:55.775, 4 %, 10.67 W
2026/03/03 16:15:56.775, 4 %, 10.77 W
2026/03/03 16:15:57.776, 5 %, 10.98 W
2026/03/03 16:15:58.776, 4 %, 11.02 W
2026/03/03 16:15:59.777, 22 %, 11.53 W
2026/03/03 16:16:00.777, 5 %, 11.22 W
2026/03/03 16:16:01.778, 5 %, 11.22 W
2026/03/03 16:16:02.778, 4 %, 10.76 W
2026/03/03 16:16:03.778, 0 %, 10.28 W
2026/03/03 16:16:04.779, 0 %, 10.27 W
2026/03/03 16:16:05.780, 0 %, 11.16 W
2026/03/03 16:16:06.780, 4 %, 11.15 W
2026/03/03 16:16:07.780, 4 %, 11.73 W
2026/03/03 16:16:08.780, 4 %, 11.77 W
2026/03/03 16:16:09.780, 4 %, 11.15 W
2026/03/03 16:16:10.780, 7 %, 10.95 W
2026/03/03 16:16:11.781, 2 %, 10.65 W
2026/03/03 16:16:12.781, 4 %, 10.65 W
2026/03/03 16:16:13.781, 4 %, 10.85 W
2026/03/03 16:16:14.781, 4 %, 10.64 W
2026/03/03 16:16:15.781, 4 %, 10.70 W
2026/03/03 16:16:16.781, 7 %, 11.06 W
2026/03/03 16:16:17.782, 4 %, 11.15 W
2026/03/03 16:16:18.782, 4 %, 11.23 W
2026/03/03 16:16:19.782, 17 %, 11.59 W
2026/03/03 16:16:20.783, 4 %, 10.66 W
2026/03/03 16:16:21.783, 6 %, 6.14 W
2026/03/03 16:16:22.783, 10 %, 9.09 W
2026/03/03 16:16:23.783, 0 %, 10.28 W
2026/03/03 16:16:24.784, 0 %, 10.29 W
2026/03/03 16:16:25.784, 0 %, 11.06 W
2026/03/03 16:16:26.784, 4 %, 11.13 W
2026/03/03 16:16:27.784, 4 %, 11.68 W
2026/03/03 16:16:28.785, 4 %, 11.73 W
2026/03/03 16:16:29.785, 4 %, 11.28 W
2026/03/03 16:16:30.785, 4 %, 10.72 W
2026/03/03 16:16:31.785, 7 %, 10.97 W
2026/03/03 16:16:32.785, 5 %, 10.94 W
2026/03/03 16:16:33.786, 4 %, 10.70 W
2026/03/03 16:16:34.786, 4 %, 10.69 W
2026/03/03 16:16:35.786, 4 %, 10.68 W
2026/03/03 16:16:36.787, 4 %, 10.93 W
2026/03/03 16:16:37.787, 4 %, 10.70 W
2026/03/03 16:16:38.787, 6 %, 11.03 W
2026/03/03 16:16:39.788, 5 %, 11.30 W
2026/03/03 16:16:40.788, 5 %, 11.02 W
2026/03/03 16:16:41.789, 18 %, 11.81 W
2026/03/03 16:16:42.789, 4 %, 10.93 W
2026/03/03 16:16:43.789, 6 %, 6.20 W
2026/03/03 16:16:44.789, 5 %, 5.75 W
2026/03/03 16:16:45.790, 8 %, 10.02 W
2026/03/03 16:16:46.790, 0 %, 10.28 W
2026/03/03 16:16:47.791, 0 %, 10.28 W
2026/03/03 16:16:48.791, 0 %, 11.54 W
2026/03/03 16:16:49.791, 4 %, 11.03 W
2026/03/03 16:16:50.791, 4 %, 11.77 W
2026/03/03 16:16:51.792, 4 %, 11.76 W
2026/03/03 16:16:52.792, 4 %, 11.13 W
2026/03/03 16:16:53.792, 7 %, 11.13 W
2026/03/03 16:16:54.792, 4 %, 10.83 W
2026/03/03 16:16:55.792, 4 %, 10.70 W
2026/03/03 16:16:56.792, 4 %, 10.69 W
2026/03/03 16:16:57.793, 4 %, 10.72 W
2026/03/03 16:16:58.793, 4 %, 10.68 W
2026/03/03 16:16:59.793, 4 %, 10.83 W
2026/03/03 16:17:00.793, 4 %, 10.68 W
2026/03/03 16:17:01.793, 5 %, 10.89 W
2026/03/03 16:17:02.793, 3 %, 11.34 W
2026/03/03 16:17:03.794, 5 %, 11.08 W
2026/03/03 16:17:04.794, 20 %, 12.02 W
2026/03/03 16:17:05.795, 4 %, 10.77 W
2026/03/03 16:17:06.796, 6 %, 6.35 W
2026/03/03 16:17:07.796, 5 %, 5.75 W
2026/03/03 16:17:08.796, 5 %, 5.70 W
2026/03/03 16:17:09.796, 5 %, 5.47 W
2026/03/03 16:17:10.797, 7 %, 5.82 W
2026/03/03 16:17:11.797, 2 %, 10.72 W
2026/03/03 16:17:12.798, 0 %, 10.29 W
2026/03/03 16:17:13.798, 0 %, 10.29 W
2026/03/03 16:17:14.798, 31 %, 11.65 W
2026/03/03 16:17:15.798, 4 %, 11.15 W
2026/03/03 16:17:16.799, 4 %, 11.60 W
2026/03/03 16:17:17.799, 4 %, 11.68 W
2026/03/03 16:17:18.799, 4 %, 11.19 W
2026/03/03 16:17:19.799, 5 %, 10.90 W
2026/03/03 16:17:20.800, 4 %, 11.06 W
2026/03/03 16:17:21.800, 3 %, 10.65 W
2026/03/03 16:17:22.800, 4 %, 10.67 W
2026/03/03 16:17:23.801, 4 %, 10.64 W
2026/03/03 16:17:24.802, 4 %, 10.83 W
2026/03/03 16:17:25.802, 4 %, 10.62 W
2026/03/03 16:17:26.802, 4 %, 11.42 W
2026/03/03 16:17:27.803, 4 %, 10.82 W
2026/03/03 16:17:28.803, 4 %, 11.33 W
2026/03/03 16:17:29.803, 16 %, 11.46 W
2026/03/03 16:17:30.804, 4 %, 10.88 W
2026/03/03 16:17:31.804, 4 %, 11.05 W
2026/03/03 16:17:32.805, 0 %, 10.31 W
2026/03/03 16:17:33.805, 0 %, 10.31 W
2026/03/03 16:17:34.806, 30 %, 11.77 W
2026/03/03 16:17:35.806, 5 %, 11.26 W
2026/03/03 16:17:36.807, 5 %, 11.75 W
2026/03/03 16:17:37.807, 4 %, 11.82 W
2026/03/03 16:17:38.807, 5 %, 10.93 W
2026/03/03 16:17:39.807, 5 %, 10.95 W
2026/03/03 16:17:40.807, 5 %, 11.00 W
2026/03/03 16:17:41.808, 3 %, 10.59 W
2026/03/03 16:17:42.808, 5 %, 10.73 W
2026/03/03 16:17:43.808, 5 %, 10.98 W
2026/03/03 16:17:44.808, 4 %, 10.71 W
2026/03/03 16:17:45.808, 5 %, 10.83 W
2026/03/03 16:17:46.808, 3 %, 11.48 W
2026/03/03 16:17:47.809, 5 %, 11.05 W
2026/03/03 16:17:48.809, 16 %, 11.56 W
2026/03/03 16:17:49.809, 5 %, 11.27 W
2026/03/03 16:17:50.809, 4 %, 10.60 W
2026/03/03 16:17:51.810, 6 %, 6.20 W
2026/03/03 16:17:52.811, 10 %, 10.18 W
2026/03/03 16:17:53.811, 0 %, 10.30 W
2026/03/03 16:17:54.812, 0 %, 10.29 W
2026/03/03 16:17:55.813, 0 %, 10.44 W
2026/03/03 16:17:56.813, 24 %, 11.61 W
2026/03/03 16:17:57.813, 4 %, 11.52 W
2026/03/03 16:17:58.813, 4 %, 11.77 W
2026/03/03 16:17:59.813, 4 %, 11.51 W
2026/03/03 16:18:00.814, 4 %, 10.95 W
2026/03/03 16:18:01.814, 4 %, 10.82 W
2026/03/03 16:18:02.814, 5 %, 10.94 W
2026/03/03 16:18:03.815, 4 %, 10.63 W
2026/03/03 16:18:04.816, 4 %, 10.79 W
2026/03/03 16:18:05.816, 4 %, 10.84 W
2026/03/03 16:18:06.817, 4 %, 10.70 W
2026/03/03 16:18:07.817, 4 %, 10.82 W
2026/03/03 16:18:08.818, 3 %, 11.51 W
2026/03/03 16:18:09.818, 4 %, 11.02 W
2026/03/03 16:18:10.818, 4 %, 10.99 W
2026/03/03 16:18:11.819, 15 %, 11.69 W
2026/03/03 16:18:12.819, 4 %, 10.77 W
2026/03/03 16:18:13.819, 6 %, 6.00 W
2026/03/03 16:18:14.820, 5 %, 5.59 W
2026/03/03 16:18:15.820, 6 %, 5.68 W
2026/03/03 16:18:16.820, 5 %, 5.62 W
2026/03/03 16:18:17.821, 11 %, 5.82 W
2026/03/03 16:18:18.821, 3 %, 5.69 W
2026/03/03 16:18:19.821, 5 %, 9.47 W
2026/03/03 16:18:20.822, 0 %, 10.27 W
2026/03/03 16:18:21.822, 0 %, 10.28 W
2026/03/03 16:18:22.822, 0 %, 10.63 W
2026/03/03 16:18:23.823, 39 %, 11.50 W
2026/03/03 16:18:24.823, 3 %, 11.66 W
2026/03/03 16:18:25.823, 4 %, 11.74 W
2026/03/03 16:18:26.823, 4 %, 11.69 W
2026/03/03 16:18:27.824, 2 %, 10.71 W
2026/03/03 16:18:28.824, 5 %, 10.98 W
2026/03/03 16:18:29.824, 2 %, 10.62 W
2026/03/03 16:18:30.825, 2 %, 10.68 W
2026/03/03 16:18:31.825, 2 %, 10.72 W
2026/03/03 16:18:32.825, 2 %, 10.63 W
2026/03/03 16:18:33.826, 2 %, 10.74 W
2026/03/03 16:18:34.826, 2 %, 10.78 W
2026/03/03 16:18:35.826, 2 %, 10.65 W
2026/03/03 16:18:36.826, 2 %, 10.69 W
2026/03/03 16:18:37.826, 3 %, 11.31 W
2026/03/03 16:18:38.826, 2 %, 11.15 W
2026/03/03 16:18:39.827, 16 %, 11.46 W
2026/03/03 16:18:40.827, 2 %, 11.35 W
2026/03/03 16:18:41.827, 2 %, 10.68 W
2026/03/03 16:18:42.827, 3 %, 5.93 W
2026/03/03 16:18:43.828, 4 %, 9.40 W
2026/03/03 16:18:44.829, 0 %, 10.26 W
2026/03/03 16:18:45.830, 0 %, 10.27 W
2026/03/03 16:18:46.830, 0 %, 10.44 W
2026/03/03 16:18:47.831, 47 %, 11.62 W
2026/03/03 16:18:48.831, 3 %, 11.50 W
2026/03/03 16:18:49.831, 4 %, 11.64 W
2026/03/03 16:18:50.832, 4 %, 11.23 W
2026/03/03 16:18:51.832, 2 %, 10.84 W
2026/03/03 16:18:52.832, 5 %, 11.29 W
2026/03/03 16:18:53.833, 6 %, 10.77 W
2026/03/03 16:18:54.834, 2 %, 10.72 W
2026/03/03 16:18:55.834, 2 %, 10.64 W
2026/03/03 16:18:56.835, 2 %, 10.65 W
2026/03/03 16:18:57.835, 2 %, 10.71 W
2026/03/03 16:18:58.836, 2 %, 10.90 W
2026/03/03 16:18:59.836, 2 %, 10.72 W
2026/03/03 16:19:00.836, 3 %, 11.48 W
2026/03/03 16:19:01.836, 2 %, 10.70 W
2026/03/03 16:19:02.837, 2 %, 10.77 W
2026/03/03 16:19:03.837, 16 %, 11.82 W
2026/03/03 16:19:04.837, 4 %, 10.79 W
2026/03/03 16:19:05.838, 3 %, 5.80 W
2026/03/03 16:19:06.838, 0 %, 6.21 W
2026/03/03 16:19:07.839, 2 %, 10.73 W
2026/03/03 16:19:08.839, 0 %, 10.31 W
2026/03/03 16:19:09.840, 0 %, 10.30 W
2026/03/03 16:19:10.840, 31 %, 11.67 W
2026/03/03 16:19:11.840, 0 %, 11.03 W
2026/03/03 16:19:12.840, 2 %, 11.65 W
2026/03/03 16:19:13.841, 3 %, 11.44 W
2026/03/03 16:19:14.841, 2 %, 11.09 W
2026/03/03 16:19:15.841, 2 %, 10.88 W
2026/03/03 16:19:16.841, 2 %, 11.01 W
2026/03/03 16:19:17.841, 2 %, 10.60 W
2026/03/03 16:19:18.841, 2 %, 10.80 W
2026/03/03 16:19:19.842, 2 %, 10.72 W
2026/03/03 16:19:20.842, 2 %, 10.71 W
2026/03/03 16:19:21.842, 2 %, 10.72 W
2026/03/03 16:19:22.842, 3 %, 11.08 W
2026/03/03 16:19:23.842, 2 %, 11.15 W
2026/03/03 16:19:24.842, 2 %, 10.90 W
2026/03/03 16:19:25.843, 16 %, 11.95 W
2026/03/03 16:19:26.843, 2 %, 10.81 W
2026/03/03 16:19:27.843, 3 %, 5.91 W
2026/03/03 16:19:28.844, 3 %, 5.77 W
2026/03/03 16:19:29.844, 3 %, 5.79 W
2026/03/03 16:19:30.845, 2 %, 5.58 W
2026/03/03 16:19:31.845, 6 %, 9.90 W
2026/03/03 16:19:32.845, 0 %, 10.29 W
2026/03/03 16:19:33.846, 0 %, 10.30 W
2026/03/03 16:19:34.846, 0 %, 11.28 W
2026/03/03 16:19:35.846, 2 %, 11.12 W
2026/03/03 16:19:36.846, 4 %, 11.63 W
2026/03/03 16:19:37.846, 4 %, 11.72 W
2026/03/03 16:19:38.847, 4 %, 11.59 W
2026/03/03 16:19:39.847, 2 %, 10.62 W
2026/03/03 16:19:40.847, 2 %, 10.96 W
2026/03/03 16:19:41.848, 2 %, 10.74 W
2026/03/03 16:19:42.848, 2 %, 10.68 W
2026/03/03 16:19:43.848, 2 %, 10.74 W
2026/03/03 16:19:44.849, 2 %, 10.96 W
2026/03/03 16:19:45.849, 2 %, 10.70 W
2026/03/03 16:19:46.850, 5 %, 10.91 W
2026/03/03 16:19:47.850, 2 %, 11.12 W
2026/03/03 16:19:48.850, 2 %, 11.38 W
2026/03/03 16:19:49.851, 3 %, 11.42 W
2026/03/03 16:19:50.852, 2 %, 10.65 W
2026/03/03 16:19:51.852, 3 %, 6.03 W
2026/03/03 16:19:52.853, 3 %, 10.08 W
2026/03/03 16:19:53.854, 0 %, 10.29 W
2026/03/03 16:19:54.855, 0 %, 10.29 W
2026/03/03 16:19:55.855, 0 %, 10.52 W
2026/03/03 16:19:56.865, 20 %, 11.43 W
2026/03/03 16:19:57.866, 2 %, 11.76 W
2026/03/03 16:19:58.866, 4 %, 11.80 W
2026/03/03 16:19:59.866, 4 %, 11.38 W
2026/03/03 16:20:00.867, 2 %, 10.72 W
2026/03/03 16:20:01.867, 2 %, 11.03 W
2026/03/03 16:20:02.868, 2 %, 10.68 W
2026/03/03 16:20:03.868, 2 %, 10.70 W
2026/03/03 16:20:04.869, 2 %, 10.88 W
2026/03/03 16:20:05.869, 2 %, 10.57 W
2026/03/03 16:20:06.869, 0 %, 10.59 W
2026/03/03 16:20:07.870, 3 %, 11.34 W
2026/03/03 16:20:08.870, 2 %, 10.79 W
2026/03/03 16:20:09.871, 16 %, 11.43 W
2026/03/03 16:20:10.871, 2 %, 11.24 W
2026/03/03 16:20:11.872, 1 %, 10.54 W
2026/03/03 16:20:12.872, 3 %, 6.15 W
2026/03/03 16:20:13.872, 8 %, 9.69 W
2026/03/03 16:20:14.873, 0 %, 10.31 W
2026/03/03 16:20:15.873, 0 %, 10.29 W
2026/03/03 16:20:16.873, 0 %, 11.04 W
2026/03/03 16:20:17.874, 2 %, 11.16 W
2026/03/03 16:20:18.874, 3 %, 11.80 W
2026/03/03 16:20:19.874, 4 %, 11.73 W
2026/03/03 16:20:20.874, 2 %, 10.96 W
2026/03/03 16:20:21.875, 5 %, 11.08 W
2026/03/03 16:20:22.875, 3 %, 11.01 W
2026/03/03 16:20:23.875, 2 %, 10.67 W
2026/03/03 16:20:24.875, 2 %, 10.69 W
2026/03/03 16:20:25.875, 2 %, 10.93 W
2026/03/03 16:20:26.875, 2 %, 10.64 W
2026/03/03 16:20:27.876, 2 %, 10.95 W
2026/03/03 16:20:28.876, 2 %, 11.56 W
2026/03/03 16:20:29.877, 2 %, 10.78 W
2026/03/03 16:20:30.877, 16 %, 11.77 W
2026/03/03 16:20:31.877, 3 %, 11.08 W
2026/03/03 16:20:32.878, 2 %, 10.62 W
2026/03/03 16:20:33.878, 3 %, 6.15 W
2026/03/03 16:20:34.879, 5 %, 10.05 W
2026/03/03 16:20:35.879, 0 %, 10.29 W
2026/03/03 16:20:36.880, 0 %, 10.28 W
2026/03/03 16:20:37.881, 0 %, 10.55 W
2026/03/03 16:20:38.881, 51 %, 11.51 W
2026/03/03 16:20:39.882, 3 %, 11.68 W
2026/03/03 16:20:40.882, 4 %, 11.79 W
2026/03/03 16:20:41.883, 2 %, 11.02 W
2026/03/03 16:20:42.883, 5 %, 11.03 W
2026/03/03 16:20:43.883, 4 %, 10.87 W
2026/03/03 16:20:44.884, 3 %, 11.09 W
2026/03/03 16:20:45.885, 2 %, 10.72 W
2026/03/03 16:20:46.885, 2 %, 10.70 W
2026/03/03 16:20:47.886, 2 %, 10.70 W
2026/03/03 16:20:48.886, 2 %, 10.67 W
2026/03/03 16:20:49.887, 2 %, 10.84 W
2026/03/03 16:20:50.887, 2 %, 10.80 W
2026/03/03 16:20:51.887, 3 %, 11.59 W
2026/03/03 16:20:52.888, 2 %, 11.16 W
2026/03/03 16:20:53.888, 2 %, 10.79 W
2026/03/03 16:20:54.888, 15 %, 11.95 W
2026/03/03 16:20:55.889, 2 %, 10.87 W
2026/03/03 16:20:56.889, 2 %, 5.92 W
2026/03/03 16:20:57.889, 3 %, 5.66 W
2026/03/03 16:20:58.890, 3 %, 5.56 W
2026/03/03 16:20:59.891, 2 %, 5.51 W
2026/03/03 16:21:00.891, 3 %, 5.73 W
2026/03/03 16:21:01.891, 2 %, 5.56 W
2026/03/03 16:21:02.892, 3 %, 9.18 W
2026/03/03 16:21:03.893, 0 %, 10.23 W
2026/03/03 16:21:04.894, 0 %, 10.24 W
2026/03/03 16:21:05.895, 0 %, 10.24 W
2026/03/03 16:21:06.895, 23 %, 11.31 W
2026/03/03 16:21:07.895, 5 %, 11.57 W
2026/03/03 16:21:08.895, 4 %, 11.59 W
2026/03/03 16:21:09.895, 4 %, 11.67 W
2026/03/03 16:21:10.896, 2 %, 10.84 W
2026/03/03 16:21:11.896, 1 %, 10.53 W
2026/03/03 16:21:12.896, 3 %, 10.94 W
2026/03/03 16:21:13.896, 2 %, 10.72 W
2026/03/03 16:21:14.896, 2 %, 10.68 W
2026/03/03 16:21:15.897, 2 %, 11.02 W
2026/03/03 16:21:16.897, 2 %, 10.68 W
2026/03/03 16:21:17.897, 4 %, 10.91 W
2026/03/03 16:21:18.897, 11 %, 11.60 W
2026/03/03 16:21:19.898, 2 %, 11.14 W
2026/03/03 16:21:20.898, 16 %, 11.62 W
2026/03/03 16:21:21.899, 4 %, 10.72 W
2026/03/03 16:21:22.899, 4 %, 5.99 W
2026/03/03 16:21:23.900, 7 %, 8.90 W
2026/03/03 16:21:24.901, 0 %, 10.25 W
2026/03/03 16:21:25.901, 0 %, 10.26 W
2026/03/03 16:21:26.902, 0 %, 10.25 W
2026/03/03 16:21:27.902, 31 %, 11.78 W
2026/03/03 16:21:28.902, 2 %, 11.16 W
2026/03/03 16:21:29.902, 4 %, 11.66 W
2026/03/03 16:21:30.903, 4 %, 11.59 W
2026/03/03 16:21:31.903, 3 %, 10.89 W
2026/03/03 16:21:32.904, 2 %, 10.86 W
2026/03/03 16:21:33.904, 3 %, 11.05 W
2026/03/03 16:21:34.904, 2 %, 10.68 W
2026/03/03 16:21:35.905, 3 %, 10.71 W
2026/03/03 16:21:36.905, 2 %, 10.79 W
2026/03/03 16:21:37.905, 3 %, 10.80 W
2026/03/03 16:21:38.906, 3 %, 10.97 W
2026/03/03 16:21:39.906, 17 %, 11.74 W
2026/03/03 16:21:40.906, 3 %, 10.75 W
2026/03/03 16:21:41.906, 16 %, 11.69 W
2026/03/03 16:21:42.907, 3 %, 10.99 W
2026/03/03 16:21:43.907, 4 %, 10.70 W
2026/03/03 16:21:44.908, 3 %, 6.16 W
2026/03/03 16:21:45.908, 2 %, 10.20 W
2026/03/03 16:21:46.909, 0 %, 10.27 W
2026/03/03 16:21:47.909, 0 %, 10.27 W
2026/03/03 16:21:48.909, 0 %, 10.66 W
2026/03/03 16:21:49.910, 10 %, 11.60 W
2026/03/03 16:21:50.910, 2 %, 11.63 W
2026/03/03 16:21:51.910, 4 %, 11.76 W
2026/03/03 16:21:52.910, 4 %, 11.51 W
2026/03/03 16:21:53.910, 2 %, 10.85 W
2026/03/03 16:21:54.911, 2 %, 10.80 W
2026/03/03 16:21:55.911, 2 %, 10.83 W
2026/03/03 16:21:56.911, 2 %, 10.69 W
2026/03/03 16:21:57.912, 2 %, 10.66 W
2026/03/03 16:21:58.912, 2 %, 10.78 W
2026/03/03 16:21:59.912, 2 %, 10.71 W
2026/03/03 16:22:00.912, 2 %, 10.63 W
2026/03/03 16:22:01.912, 2 %, 10.63 W
2026/03/03 16:22:02.913, 4 %, 10.95 W
2026/03/03 16:22:03.913, 10 %, 11.78 W
2026/03/03 16:22:04.914, 2 %, 11.10 W
2026/03/03 16:22:05.914, 16 %, 11.59 W
