timestamp, utilization.gpu [%], power.draw [W]
2026/03/03 11:51:20.102, 4 %, 10.77 W
2026/03/03 11:51:21.102, 4 %, 11.56 W
2026/03/03 11:51:22.102, 4 %, 10.75 W
2026/03/03 11:51:23.102, 3 %, 11.59 W
2026/03/03 11:51:24.102, 1 %, 11.13 W
2026/03/03 11:51:25.102, 4 %, 9.22 W
2026/03/03 11:51:26.103, 4 %, 5.66 W
2026/03/03 11:51:27.103, 5 %, 5.70 W
2026/03/03 11:51:28.103, 5 %, 5.62 W
2026/03/03 11:51:29.104, 5 %, 5.73 W
2026/03/03 11:51:30.104, 5 %, 5.69 W
2026/03/03 11:51:31.104, 6 %, 5.54 W
2026/03/03 11:51:32.105, 0 %, 9.96 W
2026/03/03 11:51:33.105, 0 %, 10.28 W
2026/03/03 11:51:34.106, 0 %, 10.28 W
2026/03/03 11:51:35.106, 21 %, 11.59 W
2026/03/03 11:51:36.107, 4 %, 11.19 W
2026/03/03 11:51:37.107, 4 %, 11.68 W
2026/03/03 11:51:38.107, 4 %, 11.60 W
2026/03/03 11:51:39.108, 4 %, 11.36 W
2026/03/03 11:51:40.108, 5 %, 10.88 W
2026/03/03 11:51:41.108, 4 %, 10.92 W
2026/03/03 11:51:42.108, 5 %, 10.88 W
2026/03/03 11:51:43.109, 0 %, 10.62 W
2026/03/03 11:51:44.110, 4 %, 10.75 W
2026/03/03 11:51:45.110, 5 %, 10.95 W
2026/03/03 11:51:46.110, 5 %, 10.85 W
2026/03/03 11:51:47.110, 5 %, 11.38 W
2026/03/03 11:51:48.111, 5 %, 10.80 W
2026/03/03 11:51:49.111, 19 %, 12.03 W
2026/03/03 11:51:50.112, 4 %, 10.74 W
2026/03/03 11:51:51.112, 5 %, 9.06 W
2026/03/03 11:51:52.112, 5 %, 6.76 W
2026/03/03 11:51:53.113, 0 %, 10.48 W
2026/03/03 11:51:54.113, 0 %, 10.32 W
2026/03/03 11:51:55.113, 0 %, 10.32 W
2026/03/03 11:51:56.113, 0 %, 11.44 W
2026/03/03 11:51:57.114, 4 %, 11.12 W
2026/03/03 11:51:58.114, 0 %, 11.40 W
2026/03/03 11:51:59.115, 5 %, 11.80 W
2026/03/03 11:52:00.115, 5 %, 10.97 W
2026/03/03 11:52:01.116, 6 %, 11.06 W
2026/03/03 11:52:02.116, 6 %, 11.05 W
2026/03/03 11:52:03.117, 4 %, 10.90 W
2026/03/03 11:52:04.118, 5 %, 10.78 W
2026/03/03 11:52:05.119, 5 %, 10.76 W
2026/03/03 11:52:06.120, 5 %, 10.99 W
2026/03/03 11:52:07.120, 5 %, 10.95 W
2026/03/03 11:52:08.120, 3 %, 11.81 W
2026/03/03 11:52:09.120, 4 %, 10.66 W
2026/03/03 11:52:10.120, 5 %, 11.05 W
2026/03/03 11:52:11.120, 16 %, 11.56 W
2026/03/03 11:52:12.121, 2 %, 10.58 W
2026/03/03 11:52:13.121, 5 %, 9.07 W
2026/03/03 11:52:14.121, 6 %, 5.68 W
2026/03/03 11:52:15.121, 4 %, 10.12 W
2026/03/03 11:52:16.121, 0 %, 10.33 W
2026/03/03 11:52:17.121, 0 %, 10.34 W
2026/03/03 11:52:18.122, 16 %, 11.70 W
2026/03/03 11:52:19.122, 4 %, 11.06 W
2026/03/03 11:52:20.122, 5 %, 11.69 W
2026/03/03 11:52:21.122, 5 %, 11.81 W
2026/03/03 11:52:22.123, 4 %, 11.47 W
2026/03/03 11:52:23.124, 4 %, 10.72 W
2026/03/03 11:52:24.125, 4 %, 10.76 W
2026/03/03 11:52:25.125, 5 %, 10.90 W
2026/03/03 11:52:26.125, 4 %, 10.76 W
2026/03/03 11:52:27.126, 4 %, 10.70 W
2026/03/03 11:52:28.127, 4 %, 10.95 W
2026/03/03 11:52:29.127, 4 %, 10.69 W
2026/03/03 11:52:30.127, 4 %, 10.76 W
2026/03/03 11:52:31.128, 3 %, 11.77 W
2026/03/03 11:52:32.128, 4 %, 10.82 W
2026/03/03 11:52:33.129, 20 %, 11.85 W
2026/03/03 11:52:34.130, 4 %, 11.04 W
2026/03/03 11:52:35.130, 4 %, 11.13 W
2026/03/03 11:52:36.131, 0 %, 10.34 W
2026/03/03 11:52:37.132, 0 %, 10.33 W
2026/03/03 11:52:38.133, 0 %, 10.32 W
2026/03/03 11:52:39.133, 0 %, 11.48 W
2026/03/03 11:52:40.134, 4 %, 11.12 W
2026/03/03 11:52:41.134, 0 %, 11.67 W
2026/03/03 11:52:42.134, 4 %, 11.81 W
2026/03/03 11:52:43.135, 0 %, 10.90 W
2026/03/03 11:52:44.135, 5 %, 11.02 W
2026/03/03 11:52:45.135, 6 %, 11.12 W
2026/03/03 11:52:46.135, 4 %, 10.81 W
2026/03/03 11:52:47.136, 4 %, 10.72 W
2026/03/03 11:52:48.136, 4 %, 10.65 W
2026/03/03 11:52:49.137, 4 %, 10.92 W
2026/03/03 11:52:50.137, 4 %, 10.92 W
2026/03/03 11:52:51.138, 20 %, 11.85 W
2026/03/03 11:52:52.138, 4 %, 10.81 W
2026/03/03 11:52:53.139, 21 %, 11.68 W
2026/03/03 11:52:54.139, 0 %, 11.18 W
2026/03/03 11:52:55.139, 4 %, 9.29 W
2026/03/03 11:52:56.139, 6 %, 5.64 W
2026/03/03 11:52:57.139, 6 %, 5.88 W
2026/03/03 11:52:58.139, 4 %, 9.94 W
2026/03/03 11:52:59.140, 0 %, 10.33 W
2026/03/03 11:53:00.140, 0 %, 10.34 W
2026/03/03 11:53:01.140, 26 %, 11.66 W
2026/03/03 11:53:02.140, 5 %, 11.25 W
2026/03/03 11:53:03.140, 5 %, 11.73 W
2026/03/03 11:53:04.141, 5 %, 11.81 W
2026/03/03 11:53:05.141, 4 %, 11.50 W
2026/03/03 11:53:06.142, 5 %, 11.09 W
2026/03/03 11:53:07.142, 6 %, 10.96 W
2026/03/03 11:53:08.142, 4 %, 10.79 W
2026/03/03 11:53:09.143, 5 %, 10.77 W
2026/03/03 11:53:10.144, 5 %, 10.78 W
2026/03/03 11:53:11.144, 2 %, 10.67 W
2026/03/03 11:53:12.145, 5 %, 10.81 W
2026/03/03 11:53:13.145, 4 %, 10.86 W
2026/03/03 11:53:14.145, 4 %, 10.84 W
2026/03/03 11:53:15.146, 16 %, 11.90 W
2026/03/03 11:53:16.146, 5 %, 10.86 W
2026/03/03 11:53:17.146, 23 %, 12.11 W
2026/03/03 11:53:18.147, 4 %, 10.79 W
2026/03/03 11:53:19.148, 4 %, 9.10 W
2026/03/03 11:53:20.148, 5 %, 5.69 W
2026/03/03 11:53:21.149, 0 %, 10.35 W
2026/03/03 11:53:22.149, 0 %, 10.36 W
2026/03/03 11:53:23.150, 0 %, 10.35 W
2026/03/03 11:53:24.151, 0 %, 11.14 W
2026/03/03 11:53:25.151, 4 %, 11.41 W
2026/03/03 11:53:26.151, 0 %, 11.50 W
2026/03/03 11:53:27.152, 4 %, 11.81 W
2026/03/03 11:53:28.153, 5 %, 11.09 W
2026/03/03 11:53:29.154, 5 %, 10.70 W
2026/03/03 11:53:30.154, 6 %, 11.15 W
2026/03/03 11:53:31.155, 6 %, 10.85 W
2026/03/03 11:53:32.155, 4 %, 10.69 W
2026/03/03 11:53:33.156, 4 %, 10.67 W
2026/03/03 11:53:34.156, 4 %, 10.91 W
2026/03/03 11:53:35.156, 5 %, 10.85 W
2026/03/03 11:53:36.156, 18 %, 11.32 W
2026/03/03 11:53:37.157, 5 %, 10.99 W
2026/03/03 11:53:38.157, 20 %, 11.76 W
2026/03/03 11:53:39.157, 0 %, 11.08 W
2026/03/03 11:53:40.157, 4 %, 9.22 W
2026/03/03 11:53:41.158, 6 %, 5.70 W
2026/03/03 11:53:42.158, 5 %, 5.67 W
2026/03/03 11:53:43.158, 0 %, 5.15 W
2026/03/03 11:53:44.158, 5 %, 6.01 W
2026/03/03 11:53:45.159, 5 %, 5.75 W
2026/03/03 11:53:46.159, 5 %, 5.55 W
2026/03/03 11:53:47.159, 5 %, 9.92 W
2026/03/03 11:53:48.160, 0 %, 10.32 W
2026/03/03 11:53:49.160, 0 %, 10.32 W
2026/03/03 11:53:50.160, 0 %, 11.44 W
2026/03/03 11:53:51.161, 4 %, 11.19 W
2026/03/03 11:53:52.161, 5 %, 11.79 W
2026/03/03 11:53:53.161, 5 %, 11.77 W
2026/03/03 11:53:54.162, 5 %, 11.47 W
2026/03/03 11:53:55.162, 4 %, 10.85 W
2026/03/03 11:53:56.162, 5 %, 11.00 W
2026/03/03 11:53:57.162, 4 %, 10.85 W
2026/03/03 11:53:58.163, 4 %, 10.77 W
2026/03/03 11:53:59.163, 4 %, 10.73 W
2026/03/03 11:54:00.164, 4 %, 10.70 W
2026/03/03 11:54:01.165, 4 %, 10.85 W
2026/03/03 11:54:02.166, 4 %, 10.90 W
2026/03/03 11:54:03.166, 4 %, 10.65 W
2026/03/03 11:54:04.167, 6 %, 11.08 W
2026/03/03 11:54:05.167, 4 %, 10.78 W
2026/03/03 11:54:06.167, 4 %, 11.36 W
2026/03/03 11:54:07.168, 10 %, 11.45 W
2026/03/03 11:54:08.168, 4 %, 8.99 W
2026/03/03 11:54:09.168, 6 %, 5.62 W
2026/03/03 11:54:10.169, 6 %, 6.03 W
2026/03/03 11:54:11.170, 0 %, 10.55 W
2026/03/03 11:54:12.170, 0 %, 10.29 W
2026/03/03 11:54:13.171, 0 %, 10.32 W
2026/03/03 11:54:14.172, 0 %, 11.43 W
2026/03/03 11:54:15.173, 4 %, 11.15 W
2026/03/03 11:54:16.174, 5 %, 11.73 W
2026/03/03 11:54:17.174, 4 %, 11.68 W
2026/03/03 11:54:18.175, 5 %, 11.09 W
2026/03/03 11:54:19.175, 5 %, 11.31 W
2026/03/03 11:54:20.175, 7 %, 10.74 W
2026/03/03 11:54:21.175, 4 %, 10.67 W
2026/03/03 11:54:22.176, 4 %, 10.72 W
2026/03/03 11:54:23.176, 4 %, 10.65 W
2026/03/03 11:54:24.176, 4 %, 10.81 W
2026/03/03 11:54:25.176, 6 %, 11.39 W
2026/03/03 11:54:26.176, 4 %, 11.01 W
2026/03/03 11:54:27.177, 4 %, 11.45 W
2026/03/03 11:54:28.177, 8 %, 11.39 W
2026/03/03 11:54:29.177, 5 %, 8.97 W
2026/03/03 11:54:30.177, 6 %, 5.72 W
2026/03/03 11:54:31.177, 9 %, 7.86 W
2026/03/03 11:54:32.177, 0 %, 10.32 W
2026/03/03 11:54:33.178, 0 %, 10.31 W
2026/03/03 11:54:34.178, 0 %, 10.31 W
2026/03/03 11:54:35.178, 30 %, 11.96 W
2026/03/03 11:54:36.179, 3 %, 11.22 W
2026/03/03 11:54:37.179, 4 %, 11.76 W
2026/03/03 11:54:38.180, 4 %, 11.71 W
2026/03/03 11:54:39.180, 5 %, 11.00 W
2026/03/03 11:54:40.180, 6 %, 11.14 W
2026/03/03 11:54:41.181, 5 %, 10.80 W
2026/03/03 11:54:42.181, 5 %, 10.77 W
2026/03/03 11:54:43.182, 0 %, 10.44 W
2026/03/03 11:54:44.182, 5 %, 10.97 W
2026/03/03 11:54:45.183, 4 %, 10.94 W
2026/03/03 11:54:46.183, 5 %, 10.80 W
2026/03/03 11:54:47.184, 5 %, 10.85 W
2026/03/03 11:54:48.184, 4 %, 11.59 W
2026/03/03 11:54:49.184, 5 %, 10.82 W
2026/03/03 11:54:50.185, 20 %, 11.66 W
2026/03/03 11:54:51.185, 0 %, 11.10 W
2026/03/03 11:54:52.186, 4 %, 9.05 W
2026/03/03 11:54:53.187, 6 %, 5.76 W
2026/03/03 11:54:54.187, 6 %, 7.74 W
2026/03/03 11:54:55.188, 0 %, 10.31 W
2026/03/03 11:54:56.189, 0 %, 10.32 W
2026/03/03 11:54:57.190, 0 %, 10.31 W
2026/03/03 11:54:58.191, 29 %, 11.76 W
2026/03/03 11:54:59.191, 4 %, 11.10 W
2026/03/03 11:55:00.192, 5 %, 11.70 W
2026/03/03 11:55:01.192, 4 %, 11.70 W
2026/03/03 11:55:02.192, 4 %, 11.00 W
2026/03/03 11:55:03.193, 4 %, 11.06 W
2026/03/03 11:55:04.193, 6 %, 11.06 W
2026/03/03 11:55:05.194, 5 %, 10.80 W
2026/03/03 11:55:06.194, 5 %, 10.76 W
2026/03/03 11:55:07.194, 4 %, 10.67 W
2026/03/03 11:55:08.195, 5 %, 10.72 W
2026/03/03 11:55:09.195, 4 %, 10.95 W
2026/03/03 11:55:10.196, 4 %, 10.87 W
2026/03/03 11:55:11.196, 22 %, 11.49 W
2026/03/03 11:55:12.197, 2 %, 10.64 W
2026/03/03 11:55:13.197, 8 %, 11.55 W
2026/03/03 11:55:14.198, 11 %, 11.38 W
2026/03/03 11:55:15.198, 4 %, 9.02 W
2026/03/03 11:55:16.199, 5 %, 5.73 W
2026/03/03 11:55:17.199, 5 %, 6.89 W
2026/03/03 11:55:18.200, 0 %, 10.43 W
2026/03/03 11:55:19.201, 0 %, 10.34 W
2026/03/03 11:55:20.201, 0 %, 10.34 W
2026/03/03 11:55:21.201, 30 %, 11.77 W
2026/03/03 11:55:22.201, 5 %, 11.41 W
2026/03/03 11:55:23.202, 4 %, 11.73 W
2026/03/03 11:55:24.202, 5 %, 11.80 W
2026/03/03 11:55:25.203, 4 %, 10.76 W
2026/03/03 11:55:26.203, 4 %, 10.78 W
2026/03/03 11:55:27.204, 6 %, 10.98 W
2026/03/03 11:55:28.204, 4 %, 10.74 W
2026/03/03 11:55:29.205, 4 %, 10.71 W
2026/03/03 11:55:30.206, 4 %, 10.67 W
2026/03/03 11:55:31.206, 4 %, 10.96 W
2026/03/03 11:55:32.206, 6 %, 10.87 W
2026/03/03 11:55:33.206, 11 %, 11.38 W
2026/03/03 11:55:34.207, 6 %, 11.10 W
2026/03/03 11:55:35.207, 21 %, 12.02 W
2026/03/03 11:55:36.207, 5 %, 10.77 W
2026/03/03 11:55:37.208, 4 %, 8.99 W
2026/03/03 11:55:38.208, 11 %, 8.15 W
2026/03/03 11:55:39.208, 0 %, 10.33 W
2026/03/03 11:55:40.209, 0 %, 10.32 W
2026/03/03 11:55:41.209, 0 %, 10.32 W
2026/03/03 11:55:42.209, 30 %, 11.78 W
2026/03/03 11:55:43.209, 0 %, 11.26 W
2026/03/03 11:55:44.209, 4 %, 11.75 W
2026/03/03 11:55:45.210, 5 %, 11.71 W
2026/03/03 11:55:46.210, 4 %, 10.92 W
2026/03/03 11:55:47.210, 3 %, 11.10 W
2026/03/03 11:55:48.211, 3 %, 10.76 W
2026/03/03 11:55:49.211, 4 %, 10.74 W
2026/03/03 11:55:50.212, 5 %, 10.77 W
2026/03/03 11:55:51.212, 5 %, 10.98 W
2026/03/03 11:55:52.213, 4 %, 10.72 W
2026/03/03 11:55:53.213, 4 %, 10.95 W
2026/03/03 11:55:54.213, 20 %, 11.61 W
2026/03/03 11:55:55.214, 4 %, 10.82 W
2026/03/03 11:55:56.214, 7 %, 11.52 W
2026/03/03 11:55:57.214, 12 %, 11.36 W
2026/03/03 11:55:58.215, 4 %, 8.90 W
2026/03/03 11:55:59.215, 5 %, 5.62 W
2026/03/03 11:56:00.216, 5 %, 6.36 W
2026/03/03 11:56:01.216, 0 %, 10.59 W
2026/03/03 11:56:02.216, 0 %, 10.33 W
2026/03/03 11:56:03.217, 0 %, 10.34 W
2026/03/03 11:56:04.217, 32 %, 11.69 W
2026/03/03 11:56:05.217, 4 %, 11.44 W
2026/03/03 11:56:06.218, 3 %, 11.80 W
2026/03/03 11:56:07.218, 4 %, 11.51 W
2026/03/03 11:56:08.218, 4 %, 10.85 W
2026/03/03 11:56:09.218, 5 %, 10.93 W
2026/03/03 11:56:10.218, 4 %, 11.13 W
2026/03/03 11:56:11.219, 2 %, 10.58 W
2026/03/03 11:56:12.219, 4 %, 10.69 W
2026/03/03 11:56:13.219, 5 %, 10.76 W
2026/03/03 11:56:14.219, 5 %, 10.76 W
2026/03/03 11:56:15.220, 4 %, 10.87 W
2026/03/03 11:56:16.220, 4 %, 10.75 W
2026/03/03 11:56:17.220, 7 %, 11.44 W
2026/03/03 11:56:18.220, 5 %, 11.51 W
2026/03/03 11:56:19.220, 5 %, 10.84 W
2026/03/03 11:56:20.221, 20 %, 11.67 W
2026/03/03 11:56:21.221, 0 %, 11.13 W
2026/03/03 11:56:22.222, 4 %, 8.90 W
2026/03/03 11:56:23.222, 6 %, 5.65 W
2026/03/03 11:56:24.223, 6 %, 5.66 W
2026/03/03 11:56:25.223, 5 %, 5.59 W
2026/03/03 11:56:26.223, 6 %, 5.70 W
2026/03/03 11:56:27.223, 5 %, 5.50 W
2026/03/03 11:56:28.224, 5 %, 5.61 W
2026/03/03 11:56:29.224, 4 %, 10.49 W
2026/03/03 11:56:30.224, 0 %, 10.28 W
2026/03/03 11:56:31.224, 0 %, 10.29 W
2026/03/03 11:56:32.225, 0 %, 11.08 W
2026/03/03 11:56:33.225, 5 %, 11.51 W
2026/03/03 11:56:34.225, 5 %, 11.69 W
2026/03/03 11:56:35.226, 4 %, 11.70 W
2026/03/03 11:56:36.226, 5 %, 11.54 W
2026/03/03 11:56:37.226, 5 %, 10.84 W
2026/03/03 11:56:38.226, 5 %, 11.06 W
2026/03/03 11:56:39.227, 7 %, 10.75 W
2026/03/03 11:56:40.227, 5 %, 10.73 W
2026/03/03 11:56:41.228, 4 %, 10.71 W
2026/03/03 11:56:42.228, 4 %, 10.94 W
2026/03/03 11:56:43.228, 0 %, 10.59 W
2026/03/03 11:56:44.228, 6 %, 10.99 W
2026/03/03 11:56:45.229, 12 %, 11.59 W
2026/03/03 11:56:46.229, 5 %, 11.25 W
2026/03/03 11:56:47.230, 20 %, 11.68 W
2026/03/03 11:56:48.231, 5 %, 8.95 W
2026/03/03 11:56:49.231, 6 %, 5.69 W
2026/03/03 11:56:50.231, 7 %, 8.49 W
2026/03/03 11:56:51.231, 0 %, 10.31 W
2026/03/03 11:56:52.232, 0 %, 10.32 W
2026/03/03 11:56:53.233, 0 %, 10.31 W
2026/03/03 11:56:54.233, 28 %, 11.81 W
2026/03/03 11:56:55.234, 5 %, 11.48 W
2026/03/03 11:56:56.237, 5 %, 11.86 W
2026/03/03 11:56:57.238, 4 %, 11.16 W
2026/03/03 11:56:58.238, 5 %, 11.19 W
2026/03/03 11:56:59.238, 6 %, 11.06 W
2026/03/03 11:57:00.239, 4 %, 10.83 W
2026/03/03 11:57:01.240, 4 %, 10.75 W
2026/03/03 11:57:02.240, 4 %, 10.71 W
2026/03/03 11:57:03.241, 4 %, 10.69 W
2026/03/03 11:57:04.242, 5 %, 10.75 W
2026/03/03 11:57:05.242, 5 %, 10.97 W
2026/03/03 11:57:06.243, 4 %, 10.70 W
2026/03/03 11:57:07.243, 8 %, 11.10 W
2026/03/03 11:57:08.243, 8 %, 11.55 W
2026/03/03 11:57:09.244, 5 %, 10.79 W
2026/03/03 11:57:10.244, 19 %, 11.77 W
2026/03/03 11:57:11.244, 0 %, 10.80 W
2026/03/03 11:57:12.245, 5 %, 8.94 W
2026/03/03 11:57:13.245, 5 %, 5.70 W
2026/03/03 11:57:14.245, 10 %, 8.26 W
2026/03/03 11:57:15.245, 0 %, 10.32 W
2026/03/03 11:57:16.246, 0 %, 10.31 W
2026/03/03 11:57:17.246, 0 %, 10.67 W
2026/03/03 11:57:18.247, 15 %, 11.56 W
2026/03/03 11:57:19.247, 0 %, 11.69 W
2026/03/03 11:57:20.247, 5 %, 11.81 W
2026/03/03 11:57:21.248, 4 %, 11.02 W
2026/03/03 11:57:22.248, 4 %, 11.05 W
2026/03/03 11:57:23.249, 6 %, 11.02 W
2026/03/03 11:57:24.249, 5 %, 10.85 W
2026/03/03 11:57:25.249, 5 %, 10.82 W
2026/03/03 11:57:26.250, 4 %, 10.91 W
2026/03/03 11:57:27.250, 4 %, 10.71 W
2026/03/03 11:57:28.250, 4 %, 10.80 W
2026/03/03 11:57:29.250, 5 %, 11.25 W
2026/03/03 11:57:30.251, 5 %, 10.77 W
2026/03/03 11:57:31.251, 4 %, 11.01 W
2026/03/03 11:57:32.252, 4 %, 11.46 W
2026/03/03 11:57:33.252, 12 %, 11.40 W
2026/03/03 11:57:34.252, 4 %, 8.96 W
2026/03/03 11:57:35.253, 5 %, 5.79 W
2026/03/03 11:57:36.253, 5 %, 5.64 W
2026/03/03 11:57:37.254, 6 %, 5.80 W
2026/03/03 11:57:38.255, 6 %, 5.81 W
2026/03/03 11:57:39.256, 5 %, 5.79 W
2026/03/03 11:57:40.256, 5 %, 5.78 W
2026/03/03 11:57:41.257, 5 %, 8.41 W
2026/03/03 11:57:42.258, 0 %, 10.31 W
2026/03/03 11:57:43.259, 0 %, 10.31 W
2026/03/03 11:57:44.259, 0 %, 10.31 W
2026/03/03 11:57:45.260, 31 %, 11.60 W
2026/03/03 11:57:46.261, 4 %, 11.13 W
2026/03/03 11:57:47.261, 5 %, 11.76 W
2026/03/03 11:57:48.262, 4 %, 11.79 W
2026/03/03 11:57:49.262, 5 %, 11.22 W
2026/03/03 11:57:50.262, 4 %, 10.88 W
2026/03/03 11:57:51.262, 5 %, 10.96 W
2026/03/03 11:57:52.262, 3 %, 10.76 W
2026/03/03 11:57:53.263, 4 %, 10.76 W
2026/03/03 11:57:54.263, 4 %, 10.72 W
2026/03/03 11:57:55.264, 4 %, 10.96 W
2026/03/03 11:57:56.264, 4 %, 10.79 W
2026/03/03 11:57:57.265, 6 %, 11.47 W
2026/03/03 11:57:58.265, 5 %, 10.85 W
2026/03/03 11:57:59.265, 21 %, 12.03 W
2026/03/03 11:58:00.266, 5 %, 10.89 W
2026/03/03 11:58:01.267, 4 %, 8.82 W
2026/03/03 11:58:02.267, 5 %, 5.77 W
2026/03/03 11:58:03.268, 8 %, 8.17 W
2026/03/03 11:58:04.269, 0 %, 10.32 W
2026/03/03 11:58:05.269, 0 %, 10.31 W
2026/03/03 11:58:06.269, 0 %, 10.31 W
2026/03/03 11:58:07.269, 32 %, 11.68 W
2026/03/03 11:58:08.269, 4 %, 11.04 W
2026/03/03 11:58:09.270, 5 %, 11.78 W
2026/03/03 11:58:10.270, 4 %, 11.61 W
2026/03/03 11:58:11.270, 2 %, 10.65 W
2026/03/03 11:58:12.270, 8 %, 11.00 W
2026/03/03 11:58:13.270, 7 %, 11.02 W
2026/03/03 11:58:14.270, 5 %, 10.77 W
2026/03/03 11:58:15.271, 4 %, 10.69 W
2026/03/03 11:58:16.271, 5 %, 10.72 W
2026/03/03 11:58:17.271, 4 %, 10.94 W
2026/03/03 11:58:18.272, 4 %, 10.70 W
2026/03/03 11:58:19.272, 5 %, 11.28 W
2026/03/03 11:58:20.272, 5 %, 11.00 W
2026/03/03 11:58:21.273, 4 %, 11.08 W
2026/03/03 11:58:22.273, 20 %, 11.84 W
2026/03/03 11:58:23.274, 5 %, 10.79 W
2026/03/03 11:58:24.275, 4 %, 8.81 W
2026/03/03 11:58:25.275, 6 %, 5.74 W
2026/03/03 11:58:26.276, 14 %, 9.71 W
2026/03/03 11:58:27.277, 0 %, 10.33 W
2026/03/03 11:58:28.278, 0 %, 10.34 W
2026/03/03 11:58:29.278, 0 %, 10.75 W
2026/03/03 11:58:30.279, 52 %, 11.82 W
2026/03/03 11:58:31.279, 4 %, 11.55 W
2026/03/03 11:58:32.280, 4 %, 11.64 W
2026/03/03 11:58:33.280, 5 %, 11.23 W
2026/03/03 11:58:34.281, 5 %, 10.83 W
2026/03/03 11:58:35.281, 4 %, 11.06 W
2026/03/03 11:58:36.282, 6 %, 10.98 W
2026/03/03 11:58:37.282, 4 %, 10.77 W
2026/03/03 11:58:38.283, 4 %, 10.72 W
2026/03/03 11:58:39.283, 4 %, 10.73 W
2026/03/03 11:58:40.284, 4 %, 11.00 W
2026/03/03 11:58:41.285, 4 %, 10.72 W
2026/03/03 11:58:42.285, 4 %, 10.98 W
2026/03/03 11:58:43.285, 4 %, 11.09 W
2026/03/03 11:58:44.286, 3 %, 11.13 W
2026/03/03 11:58:45.286, 5 %, 11.57 W
2026/03/03 11:58:46.287, 8 %, 11.36 W
2026/03/03 11:58:47.287, 5 %, 8.68 W
2026/03/03 11:58:48.287, 5 %, 5.57 W
2026/03/03 11:58:49.288, 5 %, 5.54 W
2026/03/03 11:58:50.288, 5 %, 5.43 W
2026/03/03 11:58:51.288, 7 %, 5.69 W
2026/03/03 11:58:52.288, 5 %, 6.76 W
2026/03/03 11:58:53.288, 0 %, 10.38 W
2026/03/03 11:58:54.289, 0 %, 10.30 W
2026/03/03 11:58:55.289, 0 %, 10.29 W
2026/03/03 11:58:56.289, 29 %, 11.69 W
2026/03/03 11:58:57.289, 4 %, 11.48 W
2026/03/03 11:58:58.290, 0 %, 11.70 W
2026/03/03 11:58:59.290, 4 %, 11.80 W
2026/03/03 11:59:00.290, 5 %, 10.91 W
2026/03/03 11:59:01.291, 4 %, 10.90 W
2026/03/03 11:59:02.291, 5 %, 10.97 W
2026/03/03 11:59:03.292, 4 %, 10.68 W
2026/03/03 11:59:04.292, 4 %, 10.66 W
2026/03/03 11:59:05.293, 4 %, 10.64 W
2026/03/03 11:59:06.293, 4 %, 10.64 W
2026/03/03 11:59:07.293, 4 %, 10.88 W
2026/03/03 11:59:08.293, 6 %, 10.83 W
2026/03/03 11:59:09.294, 5 %, 11.48 W
2026/03/03 11:59:10.294, 5 %, 11.03 W
2026/03/03 11:59:11.295, 16 %, 11.47 W
2026/03/03 11:59:12.296, 2 %, 10.51 W
2026/03/03 11:59:13.296, 4 %, 8.70 W
2026/03/03 11:59:14.296, 8 %, 8.65 W
2026/03/03 11:59:15.297, 0 %, 10.31 W
2026/03/03 11:59:16.298, 0 %, 10.31 W
2026/03/03 11:59:17.299, 0 %, 10.30 W
2026/03/03 11:59:18.299, 29 %, 11.72 W
2026/03/03 11:59:19.300, 4 %, 11.37 W
2026/03/03 11:59:20.301, 4 %, 11.77 W
2026/03/03 11:59:21.302, 5 %, 11.69 W
2026/03/03 11:59:22.302, 5 %, 10.97 W
2026/03/03 11:59:23.302, 4 %, 10.94 W
2026/03/03 11:59:24.303, 5 %, 10.87 W
2026/03/03 11:59:25.303, 4 %, 10.74 W
2026/03/03 11:59:26.304, 4 %, 10.70 W
2026/03/03 11:59:27.304, 4 %, 10.91 W
2026/03/03 11:59:28.305, 4 %, 10.83 W
2026/03/03 11:59:29.305, 5 %, 10.79 W
2026/03/03 11:59:30.306, 7 %, 11.52 W
2026/03/03 11:59:31.306, 5 %, 11.23 W
2026/03/03 11:59:32.307, 5 %, 11.00 W
2026/03/03 11:59:33.307, 19 %, 11.89 W
2026/03/03 11:59:34.307, 4 %, 10.77 W
2026/03/03 11:59:35.307, 4 %, 8.78 W
2026/03/03 11:59:36.307, 11 %, 8.31 W
2026/03/03 11:59:37.307, 0 %, 10.32 W
2026/03/03 11:59:38.308, 0 %, 10.32 W
2026/03/03 11:59:39.308, 0 %, 10.32 W
2026/03/03 11:59:40.308, 30 %, 11.76 W
2026/03/03 11:59:41.308, 4 %, 11.44 W
2026/03/03 11:59:42.309, 5 %, 11.74 W
2026/03/03 11:59:43.309, 0 %, 11.61 W
2026/03/03 11:59:44.309, 4 %, 11.01 W
2026/03/03 11:59:45.309, 5 %, 10.87 W
2026/03/03 11:59:46.310, 6 %, 11.05 W
2026/03/03 11:59:47.310, 5 %, 10.82 W
2026/03/03 11:59:48.311, 5 %, 10.81 W
2026/03/03 11:59:49.311, 4 %, 10.85 W
2026/03/03 11:59:50.312, 5 %, 10.98 W
2026/03/03 11:59:51.312, 5 %, 11.06 W
2026/03/03 11:59:52.312, 6 %, 12.09 W
2026/03/03 11:59:53.312, 5 %, 10.89 W
2026/03/03 11:59:54.312, 19 %, 12.01 W
2026/03/03 11:59:55.313, 4 %, 10.80 W
2026/03/03 11:59:56.313, 4 %, 8.74 W
