timestamp, index, name, pstate, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pcie.link.gen.current, pcie.link.gen.max, pcie.link.width.current, pcie.link.width.max
2026/03/06 17:35:50.245, 0, NVIDIA GeForce RTX 4090, P0, 69.86 W, 41, 2730 MHz, 10501 MHz, 0 %, 0 %, 387 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:50.446, 0, NVIDIA GeForce RTX 4090, P0, 69.86 W, 41, 2730 MHz, 10501 MHz, 0 %, 0 %, 387 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:50.646, 0, NVIDIA GeForce RTX 4090, P0, 69.86 W, 41, 2730 MHz, 10501 MHz, 0 %, 0 %, 407 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:50.847, 0, NVIDIA GeForce RTX 4090, P0, 69.86 W, 41, 2730 MHz, 10501 MHz, 0 %, 0 %, 22539 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:51.047, 0, NVIDIA GeForce RTX 4090, P2, 68.21 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:51.247, 0, NVIDIA GeForce RTX 4090, P2, 68.21 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:51.448, 0, NVIDIA GeForce RTX 4090, P2, 68.21 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:51.648, 0, NVIDIA GeForce RTX 4090, P2, 63.96 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:51.848, 0, NVIDIA GeForce RTX 4090, P2, 63.96 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:52.048, 0, NVIDIA GeForce RTX 4090, P2, 60.39 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:52.248, 0, NVIDIA GeForce RTX 4090, P2, 60.39 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:52.450, 0, NVIDIA GeForce RTX 4090, P2, 60.39 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:52.650, 0, NVIDIA GeForce RTX 4090, P2, 60.53 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:52.851, 0, NVIDIA GeForce RTX 4090, P2, 60.53 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:53.052, 0, NVIDIA GeForce RTX 4090, P2, 60.34 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:53.254, 0, NVIDIA GeForce RTX 4090, P2, 60.34 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:53.455, 0, NVIDIA GeForce RTX 4090, P2, 60.34 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:53.656, 0, NVIDIA GeForce RTX 4090, P2, 59.98 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:53.856, 0, NVIDIA GeForce RTX 4090, P2, 59.98 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:54.056, 0, NVIDIA GeForce RTX 4090, P2, 59.80 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:54.256, 0, NVIDIA GeForce RTX 4090, P2, 59.80 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:54.457, 0, NVIDIA GeForce RTX 4090, P2, 59.80 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22541 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:35:54.657, 0, NVIDIA GeForce RTX 4090, P2, 72.83 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22538 MiB, 24564 MiB, 4, 4, 16, 16
