timestamp, utilization.gpu [%], power.draw [W], utilization.memory [%], temperature.gpu
2025/11/30 02:21:23.402,3,13.8,0.0,55.0
2025/11/30 02:21:24.402,3,13.91,0.0,55.0
2025/11/30 02:21:25.402,3,13.98,0.0,55.0
2025/11/30 02:21:26.403,3,14.11,0.0,55.0
2025/11/30 02:21:27.403,3,14.2,0.0,55.0
2025/11/30 02:21:28.403,3,13.86,0.0,55.0
2025/11/30 02:21:29.403,3,13.95,0.0,55.0
2025/11/30 02:21:30.404,3,13.86,0.0,55.0
2025/11/30 02:21:31.404,3,13.92,0.0,55.0
2025/11/30 02:21:32.404,3,13.84,0.0,55.0
2025/11/30 02:21:33.404,3,13.84,0.0,55.0
2025/11/30 02:21:34.405,3,13.82,0.0,55.0
2025/11/30 02:21:35.405,3,13.88,0.0,55.0
2025/11/30 02:21:36.405,3,13.86,0.0,55.0
2025/11/30 02:21:37.405,3,13.83,0.0,55.0
2025/11/30 02:21:38.406,3,13.84,0.0,55.0
2025/11/30 02:21:39.406,3,13.78,0.0,55.0
2025/11/30 02:21:40.407,3,13.97,0.0,55.0
2025/11/30 02:21:41.408,3,13.9,0.0,55.0
2025/11/30 02:21:42.408,3,13.93,0.0,55.0
2025/11/30 02:21:43.408,3,13.97,0.0,55.0
2025/11/30 02:21:44.408,3,13.9,0.0,55.0
2025/11/30 02:21:45.409,3,13.95,0.0,56.0
2025/11/30 02:21:46.410,3,14.09,0.0,56.0
2025/11/30 02:21:47.410,3,13.93,0.0,56.0
2025/11/30 02:21:48.410,3,13.93,0.0,56.0
2025/11/30 02:21:49.412,3,13.93,0.0,56.0
2025/11/30 02:21:50.412,3,13.95,0.0,56.0
2025/11/30 02:21:51.413,3,13.93,0.0,56.0
2025/11/30 02:21:52.414,3,13.74,0.0,56.0
2025/11/30 02:21:53.414,4,13.4,0.0,55.0
2025/11/30 02:21:54.415,95,18.64,0.0,57.0
2025/11/30 02:21:55.415,94,29.87,0.0,57.0
2025/11/30 02:21:56.415,94,29.88,0.0,57.0
2025/11/30 02:21:57.416,94,29.89,0.0,57.0
2025/11/30 02:21:58.416,93,29.97,0.0,57.0
2025/11/30 02:21:59.417,94,29.93,0.0,57.0
2025/11/30 02:22:00.417,94,29.97,0.0,57.0
2025/11/30 02:22:01.417,95,30.0,0.0,57.0
2025/11/30 02:22:02.418,93,30.01,0.0,58.0
2025/11/30 02:22:03.418,92,30.05,0.0,57.0
2025/11/30 02:22:04.418,92,30.1,0.0,57.0
2025/11/30 02:22:05.419,82,29.6,0.0,57.0
2025/11/30 02:22:06.419,3,14.84,0.0,55.0
2025/11/30 02:22:07.419,3,13.57,0.0,55.0
2025/11/30 02:22:08.419,3,13.53,0.0,55.0
2025/11/30 02:22:09.420,3,13.4,0.0,54.0
2025/11/30 02:22:10.420,3,13.37,0.0,54.0
2025/11/30 02:22:11.420,20,14.15,0.0,54.0
2025/11/30 02:22:12.421,3,14.01,0.0,54.0
2025/11/30 02:22:13.421,3,11.08,0.0,53.0
2025/11/30 02:22:14.422,3,7.04,0.0,53.0
2025/11/30 02:22:15.422,6,6.97,0.0,53.0
2025/11/30 02:22:16.422,0,10.94,0.0,53.0
2025/11/30 02:22:17.423,0,12.53,0.0,53.0
2025/11/30 02:22:18.423,0,12.52,0.0,53.0
2025/11/30 02:22:19.424,42,13.92,0.0,53.0
2025/11/30 02:22:20.424,3,13.48,0.0,53.0
2025/11/30 02:22:21.424,3,14.19,0.0,52.0
2025/11/30 02:22:22.424,3,12.9,0.0,52.0
2025/11/30 02:22:23.425,9,14.59,0.0,53.0
2025/11/30 02:22:24.425,3,14.97,0.0,52.0
2025/11/30 02:22:25.425,3,12.88,0.0,52.0
2025/11/30 02:22:26.425,3,12.85,0.0,52.0
2025/11/30 02:22:27.425,3,12.92,0.0,52.0
2025/11/30 02:22:28.425,3,12.73,0.0,52.0
2025/11/30 02:22:29.425,3,12.81,0.0,51.0
2025/11/30 02:22:30.425,3,14.14,0.0,52.0
2025/11/30 02:22:31.426,3,13.98,0.0,52.0
2025/11/30 02:22:32.426,3,13.74,0.0,52.0
2025/11/30 02:22:33.426,3,13.76,0.0,52.0
2025/11/30 02:22:34.426,3,13.7,0.0,53.0
2025/11/30 02:22:35.426,3,13.73,0.0,53.0
2025/11/30 02:22:36.428,3,13.55,0.0,53.0
2025/11/30 02:22:37.428,3,13.59,0.0,53.0
2025/11/30 02:22:38.429,3,13.64,0.0,53.0
2025/11/30 02:22:39.429,3,13.67,0.0,53.0
2025/11/30 02:22:40.429,3,13.52,0.0,53.0
2025/11/30 02:22:41.429,3,13.65,0.0,53.0
2025/11/30 02:22:42.429,3,13.7,0.0,54.0
2025/11/30 02:22:43.430,3,13.64,0.0,54.0
2025/11/30 02:22:44.430,3,13.78,0.0,54.0
2025/11/30 02:22:45.430,3,13.71,0.0,54.0
2025/11/30 02:22:46.430,3,13.76,0.0,54.0
2025/11/30 02:22:47.431,3,13.69,0.0,54.0
2025/11/30 02:22:48.431,3,13.91,0.0,54.0
2025/11/30 02:22:49.431,3,13.77,0.0,54.0
2025/11/30 02:22:50.432,3,13.75,0.0,54.0
2025/11/30 02:22:51.432,3,13.9,0.0,54.0
2025/11/30 02:22:52.433,3,13.82,0.0,54.0
2025/11/30 02:22:53.433,3,13.78,0.0,54.0
2025/11/30 02:22:54.433,3,13.78,0.0,54.0
2025/11/30 02:22:55.433,3,13.81,0.0,54.0
2025/11/30 02:22:56.433,3,13.91,0.0,54.0
2025/11/30 02:22:57.434,3,13.94,0.0,55.0
2025/11/30 02:22:58.434,3,13.87,0.0,55.0
2025/11/30 02:22:59.435,3,13.92,0.0,55.0
2025/11/30 02:23:00.436,3,13.85,0.0,55.0
2025/11/30 02:23:01.436,3,13.84,0.0,55.0
2025/11/30 02:23:02.436,3,13.93,0.0,55.0
2025/11/30 02:23:03.436,3,14.18,0.0,55.0
2025/11/30 02:23:04.436,3,13.85,0.0,55.0
2025/11/30 02:23:05.437,3,13.92,0.0,55.0
2025/11/30 02:23:06.437,3,13.9,0.0,55.0
2025/11/30 02:23:07.437,3,13.88,0.0,55.0
2025/11/30 02:23:08.437,2,14.03,0.0,55.0
2025/11/30 02:23:09.437,3,13.92,0.0,55.0
2025/11/30 02:23:10.438,3,14.0,0.0,55.0
2025/11/30 02:23:11.438,3,13.91,0.0,55.0
2025/11/30 02:23:12.438,3,13.96,0.0,55.0
2025/11/30 02:23:13.438,3,13.91,0.0,55.0
2025/11/30 02:23:14.441,3,13.83,0.0,55.0
2025/11/30 02:23:15.441,3,14.09,0.0,55.0
2025/11/30 02:23:16.442,3,13.97,0.0,55.0
2025/11/30 02:23:17.442,3,14.06,0.0,55.0
2025/11/30 02:23:18.442,3,13.96,0.0,55.0
2025/11/30 02:23:19.443,3,14.0,0.0,56.0
2025/11/30 02:23:20.443,3,13.71,0.0,55.0
2025/11/30 02:23:21.443,3,14.09,0.0,55.0
2025/11/30 02:23:22.443,3,14.22,0.0,56.0
2025/11/30 02:23:23.443,3,14.0,0.0,56.0
2025/11/30 02:23:24.446,3,14.1,0.0,56.0
2025/11/30 02:23:25.447,3,13.97,0.0,56.0
2025/11/30 02:23:26.447,3,13.99,0.0,56.0
2025/11/30 02:23:27.447,3,13.97,0.0,56.0
2025/11/30 02:23:28.449,3,14.01,0.0,56.0
2025/11/30 02:23:29.450,3,13.95,0.0,56.0
2025/11/30 02:23:30.450,3,14.0,0.0,56.0
2025/11/30 02:23:31.451,3,14.01,0.0,56.0
2025/11/30 02:23:32.451,3,14.11,0.0,56.0
2025/11/30 02:23:33.452,3,13.93,0.0,56.0
2025/11/30 02:23:34.453,3,14.03,0.0,56.0
2025/11/30 02:23:35.453,3,14.06,0.0,56.0
2025/11/30 02:23:36.454,3,13.99,0.0,56.0
2025/11/30 02:23:37.454,3,14.04,0.0,56.0
2025/11/30 02:23:38.454,3,14.02,0.0,56.0
2025/11/30 02:23:39.454,3,14.03,0.0,56.0
2025/11/30 02:23:40.455,3,13.93,0.0,56.0
2025/11/30 02:23:41.455,10,13.95,0.0,56.0
2025/11/30 02:23:42.455,95,17.73,0.0,57.0
2025/11/30 02:23:43.456,89,29.69,0.0,57.0
2025/11/30 02:23:44.456,93,29.81,0.0,57.0
2025/11/30 02:23:45.457,94,29.81,0.0,57.0
2025/11/30 02:23:46.457,94,29.99,0.0,58.0
2025/11/30 02:23:47.457,94,29.93,0.0,57.0
2025/11/30 02:23:48.458,94,29.97,0.0,58.0
2025/11/30 02:23:49.459,94,29.97,0.0,58.0
2025/11/30 02:23:50.459,94,29.66,0.0,58.0
2025/11/30 02:23:51.460,94,29.06,0.0,58.0
2025/11/30 02:23:52.460,94,28.96,0.0,57.0
2025/11/30 02:23:53.460,95,30.08,0.0,58.0
2025/11/30 02:23:54.461,94,30.1,0.0,58.0
2025/11/30 02:23:55.462,3,20.2,0.0,55.0
2025/11/30 02:23:56.462,3,13.47,0.0,55.0
2025/11/30 02:23:57.462,3,13.4,0.0,55.0
2025/11/30 02:23:58.462,3,13.33,0.0,54.0
2025/11/30 02:23:59.462,3,13.32,0.0,54.0
2025/11/30 02:24:00.463,5,13.47,0.0,54.0
2025/11/30 02:24:01.463,20,14.41,0.0,54.0
2025/11/30 02:24:02.463,3,13.76,0.0,54.0
2025/11/30 02:24:03.463,3,11.23,0.0,53.0
2025/11/30 02:24:04.464,3,7.06,0.0,52.0
2025/11/30 02:24:05.464,3,7.42,0.0,52.0
2025/11/30 02:24:06.465,1,13.03,0.0,53.0
2025/11/30 02:24:07.466,0,12.62,0.0,53.0
2025/11/30 02:24:08.466,0,12.56,0.0,53.0
2025/11/30 02:24:09.466,3,14.14,0.0,53.0
2025/11/30 02:24:10.466,3,13.61,0.0,53.0
2025/11/30 02:24:11.467,3,14.23,0.0,52.0
2025/11/30 02:24:12.468,4,12.94,0.0,52.0
2025/11/30 02:24:13.468,6,15.18,0.0,52.0
2025/11/30 02:24:14.468,3,14.51,0.0,52.0
2025/11/30 02:24:15.469,3,12.83,0.0,52.0
2025/11/30 02:24:16.469,3,12.8,0.0,52.0
2025/11/30 02:24:17.469,3,13.02,0.0,52.0
2025/11/30 02:24:18.470,3,13.0,0.0,51.0
2025/11/30 02:24:19.470,3,13.91,0.0,52.0
2025/11/30 02:24:20.471,3,13.48,0.0,52.0
2025/11/30 02:24:21.471,3,13.67,0.0,52.0
2025/11/30 02:24:22.472,3,13.86,0.0,52.0
2025/11/30 02:24:23.472,3,13.7,0.0,52.0
2025/11/30 02:24:24.472,3,13.61,0.0,52.0
2025/11/30 02:24:25.475,3,13.51,0.0,53.0
2025/11/30 02:24:26.475,3,13.63,0.0,53.0
2025/11/30 02:24:27.476,3,13.78,0.0,53.0
2025/11/30 02:24:28.477,3,13.56,0.0,53.0
2025/11/30 02:24:29.477,3,13.57,0.0,53.0
2025/11/30 02:24:30.479,3,13.68,0.0,53.0
2025/11/30 02:24:31.479,3,13.64,0.0,53.0
2025/11/30 02:24:32.479,3,13.85,0.0,53.0
2025/11/30 02:24:33.479,3,13.7,0.0,54.0
2025/11/30 02:24:34.480,3,13.66,0.0,54.0
2025/11/30 02:24:35.480,3,13.82,0.0,54.0
2025/11/30 02:24:36.481,5,13.73,0.0,54.0
2025/11/30 02:24:37.481,3,13.71,0.0,53.0
2025/11/30 02:24:38.481,3,14.66,0.0,53.0
2025/11/30 02:24:39.481,95,25.63,0.0,55.0
2025/11/30 02:24:40.482,94,27.9,0.0,55.0
2025/11/30 02:24:41.482,95,28.06,0.0,55.0
2025/11/30 02:24:42.483,4,23.37,0.0,54.0
2025/11/30 02:24:43.484,3,13.15,0.0,53.0
2025/11/30 02:24:44.484,3,13.08,0.0,53.0
2025/11/30 02:24:45.484,3,12.97,0.0,53.0
2025/11/30 02:24:46.485,3,12.93,0.0,52.0
2025/11/30 02:24:47.485,3,13.05,0.0,52.0
2025/11/30 02:24:48.486,7,14.21,0.0,52.0
2025/11/30 02:24:49.487,3,13.11,0.0,52.0
2025/11/30 02:24:50.487,3,10.77,0.0,51.0
2025/11/30 02:24:51.488,3,6.93,0.0,51.0
2025/11/30 02:24:52.488,4,9.93,0.0,51.0
2025/11/30 02:24:53.488,0,12.61,0.0,51.0
2025/11/30 02:24:54.489,0,12.45,0.0,51.0
2025/11/30 02:24:55.489,29,12.93,0.0,51.0
2025/11/30 02:24:56.489,3,13.57,0.0,51.0
2025/11/30 02:24:57.489,3,13.81,0.0,51.0
2025/11/30 02:24:58.490,4,13.19,0.0,51.0
2025/11/30 02:24:59.490,8,14.52,0.0,51.0
2025/11/30 02:25:00.490,3,14.8,0.0,51.0
2025/11/30 02:25:01.491,3,12.9,0.0,51.0
2025/11/30 02:25:02.491,3,13.0,0.0,51.0
2025/11/30 02:25:03.491,3,12.55,0.0,50.0
2025/11/30 02:25:04.491,3,12.57,0.0,50.0
2025/11/30 02:25:05.491,3,13.07,0.0,50.0
2025/11/30 02:25:06.492,3,14.02,0.0,50.0
2025/11/30 02:25:07.493,3,13.49,0.0,51.0
2025/11/30 02:25:08.493,3,13.49,0.0,51.0
2025/11/30 02:25:09.494,3,13.35,0.0,51.0
2025/11/30 02:25:10.494,4,13.45,0.0,52.0
2025/11/30 02:25:11.495,3,13.48,0.0,52.0
2025/11/30 02:25:12.495,3,13.56,0.0,52.0
2025/11/30 02:25:13.496,3,13.62,0.0,52.0
2025/11/30 02:25:14.497,3,13.57,0.0,52.0
2025/11/30 02:25:15.497,3,13.52,0.0,52.0
2025/11/30 02:25:16.497,3,13.52,0.0,52.0
2025/11/30 02:25:17.498,4,13.55,0.0,53.0
2025/11/30 02:25:18.498,3,13.73,0.0,53.0
2025/11/30 02:25:19.498,3,13.52,0.0,53.0
2025/11/30 02:25:20.499,2,13.41,0.0,53.0
2025/11/30 02:25:21.501,3,13.89,0.0,53.0
2025/11/30 02:25:22.502,4,13.66,0.0,53.0
2025/11/30 02:25:23.502,3,13.67,0.0,53.0
2025/11/30 02:25:24.502,3,13.55,0.0,53.0
2025/11/30 02:25:25.502,3,13.82,0.0,53.0
2025/11/30 02:25:26.502,3,13.81,0.0,53.0
2025/11/30 02:25:27.503,3,13.74,0.0,53.0
2025/11/30 02:25:28.503,3,13.77,0.0,54.0
2025/11/30 02:25:29.513,3,13.6,0.0,54.0
2025/11/30 02:25:30.514,5,13.6,0.0,54.0
2025/11/30 02:25:31.514,14,13.37,0.0,54.0
2025/11/30 02:25:32.515,25,14.85,0.0,53.0
2025/11/30 02:25:33.516,95,30.16,0.0,55.0
2025/11/30 02:25:34.517,93,30.25,0.0,55.0
2025/11/30 02:25:35.517,94,30.19,0.0,55.0
2025/11/30 02:25:36.518,95,30.28,0.0,56.0
2025/11/30 02:25:37.518,3,16.51,0.0,53.0
2025/11/30 02:25:38.519,3,13.08,0.0,53.0
2025/11/30 02:25:39.519,3,13.06,0.0,53.0
2025/11/30 02:25:40.520,17,14.15,0.0,53.0
2025/11/30 02:25:41.520,3,13.28,0.0,52.0
2025/11/30 02:25:42.521,4,10.81,0.0,51.0
2025/11/30 02:25:43.521,3,6.74,0.0,51.0
2025/11/30 02:25:44.522,3,6.73,0.0,51.0
2025/11/30 02:25:45.523,3,10.61,0.0,51.0
2025/11/30 02:25:46.523,0,12.61,0.0,51.0
2025/11/30 02:25:47.524,0,12.34,0.0,51.0
2025/11/30 02:25:48.524,0,12.24,0.0,51.0
2025/11/30 02:25:49.524,3,14.1,0.0,51.0
2025/11/30 02:25:50.524,3,13.69,0.0,51.0
2025/11/30 02:25:51.525,3,13.19,0.0,51.0
2025/11/30 02:25:52.525,6,13.21,0.0,51.0
2025/11/30 02:25:53.525,23,15.36,0.0,51.0
2025/11/30 02:25:54.525,3,13.34,0.0,51.0
2025/11/30 02:25:55.525,3,12.72,0.0,51.0
2025/11/30 02:25:56.525,3,12.82,0.0,50.0
2025/11/30 02:25:57.526,3,12.54,0.0,50.0
2025/11/30 02:25:58.526,3,13.17,0.0,50.0
2025/11/30 02:25:59.528,3,13.74,0.0,50.0
2025/11/30 02:26:00.528,3,13.5,0.0,51.0
2025/11/30 02:26:01.529,3,13.45,0.0,51.0
2025/11/30 02:26:02.529,3,13.41,0.0,51.0
2025/11/30 02:26:03.530,3,13.59,0.0,51.0
2025/11/30 02:26:04.530,3,13.4,0.0,52.0
2025/11/30 02:26:05.531,3,13.56,0.0,52.0
2025/11/30 02:26:06.531,3,13.4,0.0,52.0
2025/11/30 02:26:07.534,3,13.45,0.0,52.0
2025/11/30 02:26:08.535,4,13.47,0.0,52.0
2025/11/30 02:26:09.535,3,13.6,0.0,52.0
2025/11/30 02:26:10.535,3,13.51,0.0,52.0
2025/11/30 02:26:11.536,3,13.54,0.0,52.0
2025/11/30 02:26:12.536,3,13.52,0.0,53.0
2025/11/30 02:26:13.537,2,13.45,0.0,53.0
2025/11/30 02:26:14.537,3,13.44,0.0,53.0
2025/11/30 02:26:15.538,3,13.63,0.0,53.0
2025/11/30 02:26:16.538,3,13.6,0.0,53.0
2025/11/30 02:26:17.538,3,13.57,0.0,53.0
2025/11/30 02:26:18.539,3,13.64,0.0,53.0
2025/11/30 02:26:19.541,3,13.71,0.0,53.0
2025/11/30 02:26:20.542,3,13.6,0.0,53.0
2025/11/30 02:26:21.542,3,13.91,0.0,53.0
2025/11/30 02:26:22.542,3,13.67,0.0,53.0
2025/11/30 02:26:23.542,2,13.7,0.0,53.0
2025/11/30 02:26:24.542,3,13.62,0.0,54.0
2025/11/30 02:26:25.543,3,13.58,0.0,54.0
2025/11/30 02:26:26.543,3,13.78,0.0,54.0
2025/11/30 02:26:27.543,3,13.7,0.0,54.0
2025/11/30 02:26:28.544,3,13.85,0.0,54.0
2025/11/30 02:26:29.546,3,13.76,0.0,54.0
2025/11/30 02:26:30.546,3,13.86,0.0,54.0
2025/11/30 02:26:31.546,3,13.98,0.0,54.0
2025/11/30 02:26:32.547,8,14.07,0.0,54.0
2025/11/30 02:26:33.547,95,29.16,0.0,55.0
2025/11/30 02:26:34.548,94,30.43,0.0,56.0
2025/11/30 02:26:35.549,94,30.14,0.0,56.0
2025/11/30 02:26:36.549,94,30.45,0.0,56.0
2025/11/30 02:26:37.550,94,30.47,0.0,56.0
2025/11/30 02:26:38.551,3,24.75,0.0,54.0
2025/11/30 02:26:39.551,3,13.26,0.0,53.0
2025/11/30 02:26:40.551,3,13.23,0.0,53.0
2025/11/30 02:26:41.552,3,13.11,0.0,53.0
2025/11/30 02:26:42.552,16,14.11,0.0,53.0
2025/11/30 02:26:43.552,4,13.3,0.0,52.0
2025/11/30 02:26:44.553,3,10.92,0.0,52.0
2025/11/30 02:26:45.553,3,6.89,0.0,51.0
2025/11/30 02:26:46.554,14,9.47,0.0,52.0
2025/11/30 02:26:47.554,0,12.64,0.0,52.0
2025/11/30 02:26:48.555,0,12.36,0.0,51.0
2025/11/30 02:26:49.555,41,12.77,0.0,52.0
2025/11/30 02:26:50.555,3,13.78,0.0,51.0
2025/11/30 02:26:51.555,3,13.7,0.0,51.0
2025/11/30 02:26:52.555,12,15.12,0.0,52.0
2025/11/30 02:26:53.556,3,15.01,0.0,51.0
2025/11/30 02:26:54.556,3,12.87,0.0,51.0
2025/11/30 02:26:55.557,3,12.65,0.0,51.0
2025/11/30 02:26:56.557,3,12.61,0.0,51.0
2025/11/30 02:26:57.557,3,12.5,0.0,50.0
2025/11/30 02:26:58.557,3,12.69,0.0,50.0
2025/11/30 02:26:59.558,3,14.0,0.0,51.0
2025/11/30 02:27:00.558,3,13.35,0.0,51.0
2025/11/30 02:27:01.559,3,13.51,0.0,51.0
2025/11/30 02:27:02.559,3,13.47,0.0,51.0
2025/11/30 02:27:03.559,3,13.46,0.0,52.0
2025/11/30 02:27:04.560,3,13.48,0.0,52.0
2025/11/30 02:27:05.560,3,13.5,0.0,52.0
2025/11/30 02:27:06.560,3,13.55,0.0,52.0
2025/11/30 02:27:07.560,3,13.49,0.0,52.0
2025/11/30 02:27:08.561,3,13.58,0.0,52.0
2025/11/30 02:27:09.561,3,13.56,0.0,52.0
2025/11/30 02:27:10.561,3,13.61,0.0,52.0
2025/11/30 02:27:11.562,3,13.71,0.0,53.0
2025/11/30 02:27:12.562,3,13.87,0.0,53.0
2025/11/30 02:27:13.572,3,13.5,0.0,53.0
2025/11/30 02:27:14.573,3,13.59,0.0,53.0
2025/11/30 02:27:15.574,3,13.62,0.0,53.0
2025/11/30 02:27:16.574,3,13.53,0.0,53.0
2025/11/30 02:27:17.574,2,13.58,0.0,53.0
2025/11/30 02:27:18.575,3,13.59,0.0,53.0
2025/11/30 02:27:19.577,3,13.67,0.0,53.0
2025/11/30 02:27:20.577,3,13.92,0.0,53.0
2025/11/30 02:27:21.577,3,13.71,0.0,53.0
2025/11/30 02:27:22.577,3,13.6,0.0,53.0
2025/11/30 02:27:23.578,3,13.77,0.0,54.0
2025/11/30 02:27:24.579,3,13.71,0.0,54.0
2025/11/30 02:27:25.579,3,13.79,0.0,54.0
2025/11/30 02:27:26.579,2,13.87,0.0,54.0
2025/11/30 02:27:27.579,3,13.67,0.0,54.0
2025/11/30 02:27:28.579,3,13.8,0.0,54.0
2025/11/30 02:27:29.580,3,14.02,0.0,54.0
2025/11/30 02:27:30.582,3,13.75,0.0,54.0
2025/11/30 02:27:31.582,3,13.93,0.0,54.0
2025/11/30 02:27:32.583,2,13.79,0.0,54.0
2025/11/30 02:27:33.584,3,13.97,0.0,54.0
2025/11/30 02:27:34.585,4,13.97,0.0,54.0
2025/11/30 02:27:35.585,4,13.81,0.0,54.0
2025/11/30 02:27:36.585,3,13.78,0.0,54.0
2025/11/30 02:27:37.586,3,13.89,0.0,54.0
2025/11/30 02:27:38.586,3,13.99,0.0,54.0
2025/11/30 02:27:39.586,3,13.88,0.0,54.0
2025/11/30 02:27:40.586,12,14.84,0.0,54.0
2025/11/30 02:27:41.587,94,29.46,0.0,56.0
2025/11/30 02:27:42.587,93,30.33,0.0,56.0
2025/11/30 02:27:43.588,88,30.34,0.0,56.0
2025/11/30 02:27:44.588,92,30.4,0.0,56.0
2025/11/30 02:27:45.589,95,30.58,0.0,56.0
2025/11/30 02:27:46.590,94,30.25,0.0,56.0
2025/11/30 02:27:47.591,93,30.51,0.0,57.0
2025/11/30 02:27:48.591,3,15.73,0.0,54.0
2025/11/30 02:27:49.592,3,13.19,0.0,54.0
2025/11/30 02:27:50.592,25,14.06,0.0,54.0
2025/11/30 02:27:51.593,3,13.75,0.0,53.0
2025/11/30 02:27:52.593,3,10.92,0.0,52.0
2025/11/30 02:27:53.594,3,6.78,0.0,52.0
2025/11/30 02:27:54.594,3,6.8,0.0,52.0
2025/11/30 02:27:55.594,7,8.71,0.0,52.0
2025/11/30 02:27:56.595,0,12.56,0.0,52.0
2025/11/30 02:27:57.595,0,12.39,0.0,52.0
2025/11/30 02:27:58.596,30,12.86,0.0,52.0
2025/11/30 02:27:59.596,3,13.83,0.0,52.0
2025/11/30 02:28:00.597,3,13.88,0.0,52.0
2025/11/30 02:28:01.597,12,14.94,0.0,52.0
2025/11/30 02:28:02.597,3,14.51,0.0,51.0
2025/11/30 02:28:03.598,3,12.97,0.0,51.0
2025/11/30 02:28:04.599,3,12.71,0.0,51.0
2025/11/30 02:28:05.599,3,12.68,0.0,51.0
2025/11/30 02:28:06.600,3,12.97,0.0,51.0
2025/11/30 02:28:07.600,3,13.4,0.0,51.0
2025/11/30 02:28:08.600,3,14.07,0.0,51.0
2025/11/30 02:28:09.601,3,13.61,0.0,51.0
2025/11/30 02:28:10.602,3,13.5,0.0,51.0
2025/11/30 02:28:11.602,3,13.62,0.0,52.0
2025/11/30 02:28:12.602,2,13.65,0.0,52.0
2025/11/30 02:28:13.602,3,13.64,0.0,52.0
2025/11/30 02:28:14.603,3,13.6,0.0,52.0
2025/11/30 02:28:15.603,3,13.57,0.0,52.0
2025/11/30 02:28:16.604,3,13.63,0.0,52.0
2025/11/30 02:28:17.604,3,13.73,0.0,52.0
2025/11/30 02:28:18.604,3,13.5,0.0,52.0
2025/11/30 02:28:19.604,3,13.58,0.0,53.0
2025/11/30 02:28:20.605,3,13.57,0.0,53.0
2025/11/30 02:28:21.605,2,13.46,0.0,53.0
2025/11/30 02:28:22.606,3,13.64,0.0,53.0
2025/11/30 02:28:23.606,3,13.58,0.0,53.0
2025/11/30 02:28:24.606,3,13.59,0.0,53.0
2025/11/30 02:28:25.607,3,13.48,0.0,53.0
2025/11/30 02:28:26.607,3,13.67,0.0,53.0
2025/11/30 02:28:27.608,3,13.52,0.0,53.0
2025/11/30 02:28:28.608,3,13.65,0.0,53.0
2025/11/30 02:28:29.608,3,13.79,0.0,53.0
2025/11/30 02:28:30.609,3,13.59,0.0,53.0
2025/11/30 02:28:31.611,3,13.53,0.0,53.0
2025/11/30 02:28:32.612,3,13.79,0.0,54.0
2025/11/30 02:28:33.612,3,13.8,0.0,54.0
2025/11/30 02:28:34.613,3,13.82,0.0,54.0
2025/11/30 02:28:35.613,3,13.84,0.0,54.0
2025/11/30 02:28:36.613,3,13.59,0.0,54.0
2025/11/30 02:28:37.617,3,13.88,0.0,54.0
2025/11/30 02:28:38.617,3,13.76,0.0,54.0
2025/11/30 02:28:39.619,3,13.76,0.0,54.0
2025/11/30 02:28:40.619,3,13.72,0.0,54.0
2025/11/30 02:28:41.619,3,14.05,0.0,54.0
2025/11/30 02:28:42.619,3,13.88,0.0,54.0
2025/11/30 02:28:43.620,3,13.66,0.0,54.0
2025/11/30 02:28:44.623,3,13.7,0.0,54.0
2025/11/30 02:28:45.623,3,13.77,0.0,54.0
2025/11/30 02:28:46.624,3,13.72,0.0,54.0
2025/11/30 02:28:47.624,3,13.67,0.0,54.0
2025/11/30 02:28:48.625,3,13.86,0.0,54.0
2025/11/30 02:28:49.625,3,13.78,0.0,54.0
2025/11/30 02:28:50.625,3,13.79,0.0,54.0
2025/11/30 02:28:51.627,3,13.7,0.0,54.0
2025/11/30 02:28:52.628,3,13.95,0.0,54.0
2025/11/30 02:28:53.628,3,13.85,0.0,55.0
2025/11/30 02:28:54.629,3,13.81,0.0,54.0
2025/11/30 02:28:55.639,3,13.73,0.0,55.0
2025/11/30 02:28:56.639,3,13.78,0.0,54.0
2025/11/30 02:28:57.639,8,13.6,0.0,54.0
2025/11/30 02:28:58.639,95,17.67,0.0,56.0
2025/11/30 02:28:59.640,93,30.26,0.0,56.0
2025/11/30 02:29:00.640,95,30.36,0.0,56.0
2025/11/30 02:29:01.641,94,30.31,0.0,56.0
2025/11/30 02:29:02.641,92,30.41,0.0,56.0
2025/11/30 02:29:03.642,94,30.39,0.0,56.0
2025/11/30 02:29:04.642,93,30.22,0.0,57.0
2025/11/30 02:29:05.643,93,30.49,0.0,56.0
2025/11/30 02:29:06.643,94,30.26,0.0,56.0
2025/11/30 02:29:07.644,3,16.72,0.0,54.0
2025/11/30 02:29:08.644,3,13.24,0.0,54.0
2025/11/30 02:29:09.644,3,13.18,0.0,53.0
2025/11/30 02:29:10.644,3,13.04,0.0,53.0
2025/11/30 02:29:11.644,3,13.03,0.0,53.0
2025/11/30 02:29:12.644,19,13.74,0.0,53.0
2025/11/30 02:29:13.645,3,13.46,0.0,52.0
2025/11/30 02:29:14.645,3,10.88,0.0,52.0
2025/11/30 02:29:15.646,3,6.75,0.0,51.0
2025/11/30 02:29:16.646,4,6.74,0.0,51.0
2025/11/30 02:29:17.646,14,7.35,0.0,51.0
2025/11/30 02:29:18.647,0,13.06,0.0,51.0
2025/11/30 02:29:19.647,0,12.35,0.0,51.0
2025/11/30 02:29:20.647,0,12.3,0.0,51.0
2025/11/30 02:29:21.647,3,14.12,0.0,51.0
2025/11/30 02:29:22.648,3,13.58,0.0,51.0
2025/11/30 02:29:23.648,3,13.25,0.0,51.0
