Linux 6.17.0-14-generic (IS-WiN-PC14) 	03/06/2026 	_x86_64_	(32 CPU)

05:35:36 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:35:37 PM  all   11.11    0.00    1.44    0.03    0.00    0.00    0.00    0.00    0.00   87.42
05:35:37 PM    0   10.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:35:37 PM    1    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:35:37 PM    2    9.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91
05:35:37 PM    3    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:35:37 PM    4    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:35:37 PM    5   37.37    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   60.61
05:35:37 PM    6   31.68    0.00   23.76    0.00    0.00    0.00    0.00    0.00    0.00   44.55
05:35:37 PM    7    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:35:37 PM    8   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:35:37 PM    9    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:35:37 PM   10   11.88    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   83.17
05:35:37 PM   11    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:35:37 PM   12   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:35:37 PM   13    8.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
05:35:37 PM   14   10.10    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:35:37 PM   15    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:35:37 PM   16    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:35:37 PM   17    8.91    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   90.10
05:35:37 PM   18   12.12    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   86.87
05:35:37 PM   19    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:35:37 PM   20   10.10    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:35:37 PM   21   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:35:37 PM   22   10.89    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   88.12
05:35:37 PM   23   10.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.90
