Linux 6.17.0-14-generic (IS-WiN-PC14) 	03/06/2026 	_x86_64_	(32 CPU)

05:37:04 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:37:05 PM  all   12.91    0.00    1.47    0.09    0.00    0.00    0.00    0.00    0.00   85.53
05:37:05 PM    0   17.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   82.65
05:37:05 PM    1    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:37:05 PM    2    9.09    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   89.90
05:37:05 PM    3    8.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:37:05 PM    4   34.34    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   57.58
05:37:05 PM    5   38.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   60.00
05:37:05 PM    6   35.35    0.00   20.20    0.00    0.00    0.00    0.00    0.00    0.00   44.44
05:37:05 PM    7   17.82    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   82.18
05:37:05 PM    8   12.12    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   86.87
05:37:05 PM    9    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:37:05 PM   10    9.90    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   89.11
05:37:05 PM   11    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:37:05 PM   12   10.89    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   88.12
05:37:05 PM   13    8.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.09
05:37:05 PM   14   10.00    0.00    1.00    2.00    0.00    0.00    0.00    0.00    0.00   87.00
05:37:05 PM   15    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:37:05 PM   16   11.88    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   87.13
05:37:05 PM   17   12.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
05:37:05 PM   18   12.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
05:37:05 PM   19    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:37:05 PM   20   11.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
05:37:05 PM   21   10.89    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   89.11
05:37:05 PM   22    9.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
05:37:05 PM   23   10.10    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:37:05 PM   24   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:37:05 PM   25   11.11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   88.89
05:37:05 PM   26   10.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:37:05 PM   27   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
05:37:05 PM   28    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
05:37:05 PM   29   10.89    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   88.12
05:37:05 PM   30    9.90    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   89.11
05:37:05 PM   31   10.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00

05:37:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:37:06 PM  all    5.96    0.00    0.88    0.00    0.00    0.00    0.00    0.00    0.00   93.16
05:37:06 PM    0    3.03    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   93.94
05:37:06 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:37:06 PM    2    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:37:06 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:37:06 PM    4   15.84    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   83.17
05:37:06 PM    5   62.38    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   36.63
05:37:06 PM    6   36.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   63.00
05:37:06 PM    7    6.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   93.94
05:37:06 PM    8    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
05:37:06 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:37:06 PM   10    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
05:37:06 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:37:06 PM   12    7.07    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   91.92
05:37:06 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:37:06 PM   14   15.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   84.85
05:37:06 PM   15    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:37:06 PM   16    4.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
05:37:06 PM   17    3.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
05:37:06 PM   18    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
05:37:06 PM   19    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
05:37:06 PM   20    3.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
05:37:06 PM   21    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
05:37:06 PM   22    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
05:37:06 PM   23    5.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
05:37:06 PM   24    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:37:06 PM   25    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
05:37:06 PM   26    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:37:06 PM   27    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
05:37:06 PM   28    4.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
05:37:06 PM   29    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:37:06 PM   30    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:37:06 PM   31    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00

05:37:06 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:37:07 PM  all   58.24    0.00    1.13    0.03    0.00    0.00    0.00    0.00    0.00   40.61
05:37:07 PM    0   56.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
05:37:07 PM    1   56.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
05:37:07 PM    2   56.44    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   41.58
05:37:07 PM    3   56.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   43.56
05:37:07 PM    4   83.84    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   15.15
05:37:07 PM    5   63.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
05:37:07 PM    6   61.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
05:37:07 PM    7   76.77    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   23.23
05:37:07 PM    8   57.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
05:37:07 PM    9   56.44    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   42.57
05:37:07 PM   10   55.56    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   41.41
05:37:07 PM   11   56.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
05:37:07 PM   12   56.57    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   42.42
05:37:07 PM   13   56.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
05:37:07 PM   14   56.44    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   41.58
05:37:07 PM   15   56.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
05:37:07 PM   16   55.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
05:37:07 PM   17   56.57    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   42.42
05:37:07 PM   18   56.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
05:37:07 PM   19   55.56    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   43.43
05:37:07 PM   20   56.57    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   42.42
