timestamp, index, name, pstate, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pcie.link.gen.current, pcie.link.gen.max, pcie.link.width.current, pcie.link.width.max
2026/03/06 17:37:04.611, 0, NVIDIA GeForce RTX 4090, P0, 69.66 W, 42, 2730 MHz, 10501 MHz, 0 %, 0 %, 390 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:04.815, 0, NVIDIA GeForce RTX 4090, P0, 69.66 W, 42, 2730 MHz, 10501 MHz, 0 %, 0 %, 390 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:05.015, 0, NVIDIA GeForce RTX 4090, P0, 69.66 W, 42, 2730 MHz, 10501 MHz, 1 %, 0 %, 392 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:05.215, 0, NVIDIA GeForce RTX 4090, P0, 69.66 W, 42, 2730 MHz, 10501 MHz, 1 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:05.415, 0, NVIDIA GeForce RTX 4090, P0, 69.66 W, 42, 2730 MHz, 10501 MHz, 1 %, 0 %, 22540 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:05.616, 0, NVIDIA GeForce RTX 4090, P2, 69.93 W, 42, 2520 MHz, 10251 MHz, 1 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:05.816, 0, NVIDIA GeForce RTX 4090, P2, 69.93 W, 42, 2520 MHz, 10251 MHz, 1 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:06.016, 0, NVIDIA GeForce RTX 4090, P2, 66.70 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:06.216, 0, NVIDIA GeForce RTX 4090, P2, 66.70 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22542 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:06.417, 0, NVIDIA GeForce RTX 4090, P2, 66.70 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22539 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:06.617, 0, NVIDIA GeForce RTX 4090, P2, 61.30 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22539 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:06.817, 0, NVIDIA GeForce RTX 4090, P2, 61.30 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22554 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:07.019, 0, NVIDIA GeForce RTX 4090, P2, 61.21 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22554 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:07.219, 0, NVIDIA GeForce RTX 4090, P2, 61.21 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22554 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:07.420, 0, NVIDIA GeForce RTX 4090, P2, 61.21 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22555 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:07.620, 0, NVIDIA GeForce RTX 4090, P2, 60.38 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22554 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:07.822, 0, NVIDIA GeForce RTX 4090, P2, 60.38 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22554 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:08.022, 0, NVIDIA GeForce RTX 4090, P2, 59.60 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22554 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:08.222, 0, NVIDIA GeForce RTX 4090, P2, 59.60 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22552 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:08.423, 0, NVIDIA GeForce RTX 4090, P2, 59.60 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22552 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:08.624, 0, NVIDIA GeForce RTX 4090, P2, 59.59 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22552 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:08.825, 0, NVIDIA GeForce RTX 4090, P2, 59.59 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22552 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:09.025, 0, NVIDIA GeForce RTX 4090, P2, 59.65 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:09.226, 0, NVIDIA GeForce RTX 4090, P2, 59.65 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:09.429, 0, NVIDIA GeForce RTX 4090, P2, 59.65 W, 41, 2520 MHz, 10251 MHz, 3 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:09.629, 0, NVIDIA GeForce RTX 4090, P2, 59.81 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:09.830, 0, NVIDIA GeForce RTX 4090, P2, 59.81 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:10.030, 0, NVIDIA GeForce RTX 4090, P2, 59.82 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:10.231, 0, NVIDIA GeForce RTX 4090, P2, 59.82 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:10.432, 0, NVIDIA GeForce RTX 4090, P2, 59.82 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:10.632, 0, NVIDIA GeForce RTX 4090, P2, 59.93 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:10.834, 0, NVIDIA GeForce RTX 4090, P2, 59.93 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:11.039, 0, NVIDIA GeForce RTX 4090, P2, 59.88 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:11.240, 0, NVIDIA GeForce RTX 4090, P2, 59.88 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:11.441, 0, NVIDIA GeForce RTX 4090, P2, 59.88 W, 41, 2520 MHz, 10251 MHz, 1 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:11.641, 0, NVIDIA GeForce RTX 4090, P2, 59.76 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22551 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:11.842, 0, NVIDIA GeForce RTX 4090, P2, 59.76 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:12.043, 0, NVIDIA GeForce RTX 4090, P2, 60.11 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:12.244, 0, NVIDIA GeForce RTX 4090, P2, 60.11 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:12.444, 0, NVIDIA GeForce RTX 4090, P2, 60.11 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:12.645, 0, NVIDIA GeForce RTX 4090, P2, 60.14 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:12.846, 0, NVIDIA GeForce RTX 4090, P2, 60.14 W, 41, 2520 MHz, 10251 MHz, 2 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:13.046, 0, NVIDIA GeForce RTX 4090, P2, 59.66 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:13.249, 0, NVIDIA GeForce RTX 4090, P2, 59.66 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
2026/03/06 17:37:13.450, 0, NVIDIA GeForce RTX 4090, P2, 59.66 W, 41, 2520 MHz, 10251 MHz, 0 %, 0 %, 22543 MiB, 24564 MiB, 4, 4, 16, 16
